Fachwerkhaus,Hauptstraße 66,Bellheim,1817,"Fachwerkhaus, teilweise massiv bzw. verputzt, bezeichnet 1817",Kein Bild vorhanden,49.191303,8.277126
Fachwerkhaus,Hauptstraße 69,Bellheim,1800,"L-förmiges Fachwerkhaus mit Walmdach, bezeichnet 1800",Kein Bild vorhanden,49.191415,8.277352
Fachwerkhaus,Hauptstraße 77,Bellheim,1700!18. Jahrhundert,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",Kein Bild vorhanden,49.191384,8.277856
Katholische Pfarrkirche St. Nikolaus,Hauptstraße 100,Bellheim,1482,"spätgotischer Turm, 1482, neugotische Hallenkirche, 1867–73; neugotischer Sandsteinkruzifix",Kein Bild vorhanden,49.191566,8.280228
Dreiseithof,Hauptstraße 102,Bellheim,1750!zweite Hälfte des 18. Jahrhunderts,"Dreiseithof; Fachwerkhaus, teilweise verputzt, zweite Hälfte des 18. Jahrhunderts, Auszugshaus, 19. Jahrhundert, Nebengebäude teilweise Fachwerk",Kein Bild vorhanden,49.191118,8.280442
Schule,Hauptstraße 103,Bellheim,1820!um 1820/30,"ehemalige Schule (?); siebenachsiger Walmdachbau, um 1820/30",Kein Bild vorhanden,49.191252,8.280566
Evangelische Pfarrkirche,Hauptstraße 112,Bellheim,1870!1870–72,"neugotischer Backsteinsaal, 1870–72",Kein Bild vorhanden,49.191238,8.28136
Dreiseithof,Hauptstraße 115,Bellheim,1800!erstes Viertel des 19. Jahrhunderts,"Dreiseithof; Wohnhaus und Auszugshaus, wohl aus dem ersten Viertel des 19. Jahrhunderts, Nebengebäude teilweise Fachwerk",Kein Bild vorhanden,49.191033,8.281624
Doppelwohnhaus,Hauptstraße 116/117,Bellheim,1800!erste Hälfte des 19. Jahrhunderts,"Doppelwohnhaus; stattlicher Krüppelwalmdachbau, zwei Tordurchfahrten, erste Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,49.190996,8.281934
Fachwerkhaus,Hauptstraße 122,Bellheim,1600!17. Jahrhundert,"Fachwerkhaus, teilweise massiv, wohl noch aus dem 17. Jahrhundert",Kein Bild vorhanden,49.191094,8.282392
Fachwerkhaus,Hauptstraße 134,Bellheim,1723,"Fachwerkhaus, teilweise massiv, bezeichnet 1723",Kein Bild vorhanden,49.190781,8.283136
Fachwerkhaus,Hauptstraße 140,Bellheim,1647,"Fachwerkhaus, bezeichnet 1647",Kein Bild vorhanden,49.190585,8.283628
Fachwerkhaus,Hauptstraße 149,Bellheim,1716,"Fachwerkhaus, teilweise massiv, bezeichnet 1716",Kein Bild vorhanden,49.190656,8.284638
Katholisches Pfarrhaus,Hintere Straße 1,Bellheim,1741,"Walmdachbau, bezeichnet 1741",Kein Bild vorhanden,49.192174,8.2805
Evangelisches Pfarrhaus,Hintere Straße 4,Bellheim,1832,"Walmdachbau, bezeichnet 1832",Kein Bild vorhanden,49.192155,8.280897
Hofanlage,Hintere Straße 30,Bellheim,1687,"Fachwerkhaus, teilweise massiv, bezeichnet 1687, Auszugshaus mit Kniestock, Fachwerk, wohl aus dem 18. Jahrhundert",Kein Bild vorhanden,49.191892,8.283193
Fachwerkhaus,Lindenstraße 5,Bellheim,1700!18. Jahrhundert,"Fachwerkhaus, teilweise massiv oder verputzt, 18. Jahrhundert",Kein Bild vorhanden,49.19136,8.283704
Mittelmühle,Mittelmühlstraße 9,Bellheim,1700!18. Jahrhundert,"unregelmäßig viereckige Anlage; Fachwerkhaus, 18. Jahrhundert, südliches Nebengebäude, bezeichnet 1730 (renoviert), nördliches Nebengebäude, bezeichnet 1848",Kein Bild vorhanden,49.193399,8.282813
Jagdschloss Friedrichsbühl,nördlich des Ortes; Distrikt Neuhaus,Bellheim,1552,Wüstung,,49.210178,8.291929
Wegekreuz,südlich des Ortes am Rülzheimer Weg; Flur Am Schwabsweg,Bellheim,1800!19. oder Anfang des 20. Jahrhunderts,"Wegekreuz; Kruzifix, Sandstein, 19. oder Anfang des 20. Jahrhunderts",,49.185972,8.283747
Wegekreuz,südöstlich des Ortes an einem Feldweg; Flur Häßlichberg,Bellheim,1800!19. oder Anfang des 20. Jahrhunderts,"Wegekreuz; Kruzifix, Sandstein, 19. oder Anfang des 20. Jahrhunderts",,49.181709,8.298991
Wegekreuz,westlich des Spiegelbachs nördlich der Obermühle; Flur Kehlwiesen,Bellheim,1810!181(?),"Wegekreuz; Kruzifix, Sandstein, bezeichnet 181(?)",,49.194408,8.276814
Fachwerkhaus,Lammstraße 6,Berg (Pfalz),1750!zweite Hälfte des 18. Jahrhunderts,"Fachwerkhaus, zweite Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,48.983294,8.205229
Hofanlage,Ludwigstraße 29,Berg (Pfalz),1800!um 1800,"Hofanlage; stattliches eingeschossiges Fachwerkhaus, um 1800 oder aus der ersten Hälfte des 19. Jahrhunderts, kleine, wohl ältere Fachwerkscheune",Kein Bild vorhanden,48.982415,8.208051
Mühle Berizzi,Ludwigstraße 32,Berg (Pfalz),1700!18. Jahrhundert,"stattlicher Mansardwalmdachbau, 18. Jahrhundert, Nebengebäude aus dem 19. Jahrhundert",Kein Bild vorhanden,48.982227,8.207395
Katholische Kirche St. Bartholomäus,Ludwigstraße 53,Berg (Pfalz),1744,"dreiachsiger Saalbau, 1744, Turm und Eingangsvorhalle nach 1945",Kein Bild vorhanden,48.982128,8.206365
Fachwerkhaus,Reisigstraße 5,Berg (Pfalz),1750!zweite Hälfte des 18. Jahrhunderts,"Fachwerkhaus, zweite Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,48.983669,8.204106
Fachwerkhaus,Reisigstraße 10,Berg (Pfalz),1808,"eingeschossiges Fachwerkhaus, teilweise verkleidet, bezeichnet 1808",Kein Bild vorhanden,48.983675,8.203605
Wohn- und Geschäftshaus,Theresienstraße 6,Berg (Pfalz),1700!18. Jahrhundert,"Wohn- und Geschäftshaus; Fachwerkbau, teilweise massiv, 18. Jahrhundert",Kein Bild vorhanden,48.982801,8.204898
Gasthaus Drei Könige,Theresienstraße 9,Berg (Pfalz),1753,"stattliches Fachwerkhaus, teilweise massiv, angeblich bezeichnet 1753",Kein Bild vorhanden,48.982306,8.204992
Wegekreuz,westlich des Ortes an der Straße nach Neulauterburg; Flur Neistücke,Berg (Pfalz),1880,"Wegekreuz; Kruzifix, bezeichnet 1880",Kein Bild vorhanden,48.979435,8.192327
Gasthaus Zum Bayerischen Hof,Hagenbacher Straße 6,Berg (Pfalz),1800!erste Hälfte des 19. Jahrhunderts,"stattliches Fachwerkhaus, teilweise massiv, erste Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,48.978512,8.182621
Fachwerkhaus,Kandeler Straße 11,Berg (Pfalz),1800!erste Hälfte des 19. Jahrhunderts,"eingeschossiger Fachwerkbau, Mansarddach, erste Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,48.980637,8.182584
Fachwerkhaus,Scheibenhardter Straße 13,Berg (Pfalz),1825,"eingeschossiger Fachwerkbau, teilweise massiv, erste Hälfte des 19. Jahrhunderts (erbaut 1825)",Kein Bild vorhanden,48.97833,8.18164
Fachwerkhaus,Gartenweg 1,Erlenbach bei Kandel,1800!Anfang des 19. Jahrhunderts,"eingeschossiges Fachwerkhaus, Anfang des 19. Jahrhunderts, breites Zwerchhaus, erste Hälfte des 20. Jahrhunderts",Kein Bild vorhanden,49.111712,8.187213
Hoftor,"Hauptstraße, zu Nr. 28",Erlenbach bei Kandel,1799,"überdachtes Hoftor mit Mannpforte, Holz, bezeichnet 1799",Kein Bild vorhanden,49.111466,8.185932
Rathaus,Hauptstraße 31,Erlenbach bei Kandel,1850!Mitte des 19. Jahrhunderts,"stattlicher spätklassizistischer Putzbau, Mitte des 19. Jahrhunderts",Kein Bild vorhanden,49.111298,8.186857
Simultankirche,Hauptstraße 33,Erlenbach bei Kandel,1821,"Saalbau, 1821, Fassadenturm, 1866",Kein Bild vorhanden,49.11125,8.18722
Kriegerdenkmal,"Hauptstraße, bei Nr. 33",Erlenbach bei Kandel,,Kriegerdenkmal 1914/18,Kein Bild vorhanden,49.111296,8.187089
Zweiseithof,Hauptstraße 36,Erlenbach bei Kandel,1800!Anfang des 19. Jahrhunderts,"Zweiseithof, Anfang des 19. Jahrhunderts; eingeschossiges Eckwohnhaus, Fachwerk-Zwerchhaus, Wirtschaftsgebäude überwiegend in Fachwerk",Kein Bild vorhanden,49.111175,8.186775
Fachwerkhaus,Hauptstraße 42,Erlenbach bei Kandel,1750!zweite Hälfte des 18. Jahrhunderts,"stattliches Fachwerkhaus, wohl aus der zweiten Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,49.111072,8.187368
Fachwerkhaus,Hauptstraße 68,Erlenbach bei Kandel,1721,"Fachwerkhaus, teilweise massiv, bezeichnet 1721",Kein Bild vorhanden,49.110521,8.189859
Gasthaus Zum Hirsch,Haynaer Straße 3,Erlenbach bei Kandel,1850!zweite Hälfte des 18. Jahrhunderts,"Fachwerkhaus, teilweise massiv, zweite Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,49.111588,8.186679
Friedhofsmauer und -kreuz,"westlich außerhalb des Ortes am Friedhofsweg, auf dem Friedhof",Erlenbach bei Kandel,1840!um 1840,"Friedhofsmauer, Gelbsandstein, schmiedeeiserne Torflügel; Friedhofskreuz, Kruzifix, bezeichnet 1840",Kein Bild vorhanden,49.113363,8.181666
Fachwerkhaus,Gänsried 6,Freckenfeld,1773,"eingeschossiges Fachwerkhaus, bezeichnet 1773",Kein Bild vorhanden,49.067335,8.1255
Fachwerkhaus,Hauptstraße 40,Freckenfeld,1705,"Fachwerkhaus, teilweise massiv, bezeichnet 1705",,49.065303,8.112147
Fachwerkhaus,Hauptstraße 44,Freckenfeld,1818,"Fachwerkhaus, bezeichnet 1818 (?)",,49.065316,8.112615
Fachwerkhaus,Hauptstraße 45,Freckenfeld,1700!18. Jahrhundert,"eingeschossiges Fachwerkhaus mit Kniestock, 18. Jahrhundert",,49.065403,8.112425
Fachwerkhaus,Hauptstraße 50,Freckenfeld,1806,"Fachwerkhaus, bezeichnet 1806",,49.065345,8.113169
Dampfnudeltor,"Hauptstraße, zu Nr. 65",Freckenfeld,1716,"zwei Sandsteintorbögen, Kugelbesatz, bezeichnet 1716",,49.065785,8.115000
Fachwerkhaus,Hauptstraße 70,Freckenfeld,1724,"Fachwerkhaus, teilweise massiv, bezeichnet 1724",,49.065771,8.115574
Fachwerkhaus,Hauptstraße 86,Freckenfeld,1711,"Fachwerkhaus, teilweise massiv, bezeichnet 1711",,49.06591,8.117284
Dreiseithof,Hauptstraße 97,Freckenfeld,1700!18. Jahrhundert,"Dreiseithof; Fachwerkhaus, teilweise massiv, 18. Jahrhundert, Wirtschaftsgebäude überwiegend in Fachwerk",,49.066067,8.118898
Fachwerkhaus,Hauptstraße 110,Freckenfeld,1813,"eingeschossiges Fachwerkhaus, bezeichnet 1813",,49.065978,8.119329
Fachwerkhaus,Hauptstraße 112,Freckenfeld,1731,"stattliches Fachwerkhaus, bezeichnet 1731, zwei Sandsteitorpfosten, bezeichnet 1756",,49.065982,8.119454
Fachwerkhaus,Hauptstraße 113,Freckenfeld,1700!erste Hälfte des 18. Jahrhunderts,"stattliches Fachwerkhaus, erste Hälfte des 18. Jahrhunderts",,49.066142,8.120392
Zweiseithof,Hauptstraße 119,Freckenfeld,1800!erste Hälfte des 19. Jahrhunderts,"Zweiseithof; eingeschossiges Fachwerkhaus, erste Hälfte des 19. Jahrhunderts, Fachwerk-Wirtschaftsgebäude, Sandsteintorpofsten, bezeichnet 1659",,49.066258,8.12107
Fachwerkhaus,Hauptstraße 125,Freckenfeld,1731,"Fachwerkhaus, teilweise massiv, bezeichnet 1731",,49.066492,8.121751
Fachwerkhaus,Hauptstraße 127,Freckenfeld,1796,"eingeschossiges Fachwerkhaus, bezeichnet 1796",,49.066541,8.12191
Fachwerkhaus,Hauptstraße 137,Freckenfeld,1717,"eingeschossiges Fachwerkhaus mit Kniestock, bezeichnet 1717",,49.066729,8.122862
Fachwerkhaus,Hauptstraße 148,Freckenfeld,1732,"Fachwerkhaus, bezeichnet 1732",,49.066674,8.123133
Wohnhaus,Hauptstraße 161,Freckenfeld,1905!um 1905/10,"Wohnhaus, eingeschossiger Massivbau mit Kniestock, teilweise historisierendes Fachwerk, verglaster Windfang, Wirtschaftsgebäude, teilweise Fachwerk, um 1905/10",,49.067819,8.125163
Simultankirche St. Michael,"Kirchstraße, Ecke Lindenstraße",Freckenfeld,1500!Anfang des 16. Jahrhunderts,"Saalbau, Anfang des 16. Jahrhunderts, 1747 verlängert",,49.066342,8.109321
Evangelisches Pfarrhaus,Vollmersweilerer Straße 2,Freckenfeld,1750!zweite Hälfte des 18. Jahrhunderts,"Walmdachbau, wohl aus der zweiten Hälfte des 18. Jahrhunderts",,49.065201,8.108159
Kriegerdenkmal,"Vollmersweilerer Straße, Ecke Lindenstraße",Freckenfeld,,Kriegerdenkmal 1914/18,,49.065264,8.108544
Schule,Hauptstraße 36,Freisbach,1729,"ehemalige Schule; Walmdachbau, bezeichnet 1729",Kein Bild vorhanden,49.272423,8.271548
Hoftor,"Hauptstraße, zu Nr. 41",Freisbach,1716,"Hoftor, bezeichnet 1716, Mannpforte 1841 erneuert",Kein Bild vorhanden,49.272651,8.271971
Hofanlage,Hintergasse 11,Freisbach,1557,"Hofanlage; Fachwerkhaus, erbaut 1557 (Datum auf dem Torstein) als kurfürstliches Jäger- und Försterhaus, Scheune von 1683 (Inschrift über dem Tor)",Kein Bild vorhanden,49.273408,8.272783
Fachwerkhaus,Hintergasse 14,Freisbach,1750!zweite Hälfte des 18. Jahrhunderts,"Fachwerkhaus, wohl aus der zweiten Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,49.273475,8.273301
Fachwerkhaus,Hintergasse 15,Freisbach,1814,"eingeschossiges Fachwerkhaus, teilweise massiv, bezeichnet 1814",Kein Bild vorhanden,49.273518,8.273547
Evangelische Pfarrkirche,Kirchgasse 2,Freisbach,1754,"Saalbau, 1754, Westturm mit Zwiebelhaube, untere Teile spätgotisch, bezeichnet 1530",Kein Bild vorhanden,49.272121,8.271867
Straßenbrücke,L 530 nach Gommersheim über den Hirschgraben,Freisbach,1700!18. Jahrhundert,"Straßenbrücke; einbogig, Sandsteinquader, eventuell noch aus dem 18. Jahrhundert",,49.276719,8.264088
Straßenbrücke,L 530 nach Gommersheim über den Modenbach,Freisbach,1800!19. Jahrhundert,"Straßenbrücke; einbogig, Sandsteinquader, 19. Jahrhundert",,49.277775,8.263193
Blockhaus,An der Lünette 9; an der Südwestseite vor dem Zusammentreffen der Fronte Schmauß und der Fronte Beckers,Germersheim,,Blockhaus der ansonsten beseitigten Lünette 83,Kein Bild vorhanden,49.214831,8.368288
Seyssel-Defensions-Kaserne,An der Hochschule 2; an der Südwestseite hinter dem Zusammentreffen der Fronte Schmauß und der Fronte Beckers,Germersheim,,"Seyssel-Defensions-Kaserne, heute Universität/FASK",Kein Bild vorhanden,49.216512,8.370759
Wallabschnitt der Fronte Beckers,"An Fronte Beckers 1, 3, 5; an der Südwestseite",Germersheim,1834,"mittlerer Wallabschnitt der Fronte Beckers samt Kaponniere, Vorwall, Waffenplätzen und Graben",Kein Bild vorhanden,49.21776,8.368614
Wallspitze und Queichreduit,Richthofenstraße 5a; an der Nordwestseite am Zusammentreffen der Fronte Beckers und der Fronte Carl,Germersheim,,Wallspitze mit Queichdurchlass und vorgelagertes Queichreduit,Kein Bild vorhanden,49.217191,8.3673
Stengel-Defensions-Kaserne,An der Stengelkaserne; an der Nordwestseite hinter dem Zusammentreffen der Fronte Beckers und der Fronte Carl,Germersheim,,,Kein Bild vorhanden,49.218893,8.368125
Ludwigstor,Ludwigsring 2; im nordöstlichen Abschnitt der Fronte Carl,Germersheim,1838,"Ludwigstor mit vorgelagertem Waffenplatz samt Reduit, 1838, Architekt Friedrich von Gärtner",Kein Bild vorhanden,49.221623,8.371323
Grabensperrwerk,an der Nordostseite vor dem nordwestlichen Abschnitt der Fronte Reuß,Germersheim,,Grabensperrwerk,Kein Bild vorhanden,49.223083,8.374823
Zeughaus,Zeughausstraße 1c; an der Nordostseite in der Mitte der Fronte Reuß,Germersheim,,"ehemaliges Zeughaus, jetzt Deutsches Straßenmuseum; mit vorgelagerter Kaponniere",Kein Bild vorhanden,49.221535,8.375549
Carnot’sche Mauer,Zeughausstraße; an der Nordostseite im südöstlichen Abschnitt der Fronte Reuß,Germersheim,,,Kein Bild vorhanden,49.220551,8.376278
Grabensperrmauer,an der Nordostseite vor der Südostecke der Fronte Reuß,Germersheim,,Grabensperrmauer,Kein Bild vorhanden,49.220225,8.378876
Proviantamt,Paradeplatz 12; an der Südostseite hinter der Fronte Diez,Germersheim,,,Kein Bild vorhanden,49.218846,8.376003
Lazarett/Stadtkaserne,Paradeplatz 12; an der Südostseite hinter der Fronte Diez,Germersheim,,Lazarett/Stadtkaserne,//commons.wikimedia.org/wiki/Category:St.-Jakobus-Kirche_(Germersheim),49.217514,8.375662
Arrestgebäude,Rudolf-von-Habsburg-Straße 2; an der Südostseite hinter der Fronte Diez,Germersheim,1800!19. Jahrhundert,"ehemaliges Arrestgebäude, heute Verwaltungsgebäude; blockhafter dreigeschossiger Walmdachbau, 19. Jahrhundert",Kein Bild vorhanden,49.219375,8.375875
Weißenburger Tor,Ritter-von-Schmauß-Straße ohne Nummer; an der Südostseite im nordöstlichen Abschnitt der Fronte Lamotte,Germersheim,1838,"1838, Architekt Friedrich von Gärtner",Kein Bild vorhanden,49.21638,8.376663
Kaponniere,an der Südostseite in der Mitte der Fronte Lamotte,Germersheim,,Kaponniere und zwei Waffenplätze mit Reduits; wiederhergestellter Graben,Kein Bild vorhanden,49.215147,8.376964
Dammeisterei,"Alte Schiffbrückenstraße, Ecke Heilbronner Straße; nordöstlich außerhalb der Festung",Germersheim,,ehemalige Dammeisterei,Kein Bild vorhanden,49.228281,8.383596
Alter Bahnhof,Am alten Bahnhof 31,Germersheim,,"Dreiflügelbau, technisches Fachwerk, teilweise verschiefert oder verbrettert, 1864",Kein Bild vorhanden,49.225456,8.365952
Friedhofskreuz und Grabmäler,"August-Keiler-Straße, auf dem Friedhof",Germersheim,1900!19. Jahrhundert,"neugotisches Friedhofskreuz, Mitte des 19. Jahrhunderts; Denkmal, Sandstein-Obelisk, zweite Hälfte des 19. Jahrhunderts; wenige aufwendige Grabmäler, 19. Jahrhundert",Kein Bild vorhanden,49.213506,8.379086
Wohnhaus,Bahnhofstraße 4/6,Germersheim,1912!1912–14,"Doppelmietshaus; stattlicher dreigeschossiger Putzbau, Reformarchitektur, 1912–14",Kein Bild vorhanden,49.221727,8.373431
Wohnhaus,Bergstraße 13,Germersheim,1875!Ende des 19. Jahrhunderts,"Zeilenwohnhaus, Ende des 19. Jahrhunderts",Kein Bild vorhanden,49.218026,8.369911
Katholische Kirche,Eugen-Sauer-Straße 1,Germersheim,1350!zweite Hälfte des 14. Jahrhunderts,"spätgotische Basilika, zweite Hälfte des 14. Jahrhunderts; ehemaliges Servitenkloster",Kein Bild vorhanden,49.219385,8.370247
Wohn- und Geschäftshaus,Fischerstraße 18,Germersheim,1910!um 1910,"Wohn- und Geschäftshaus; Mansarddachbau, Reformarchitektur, Jugendstileinfluss, um 1910",Kein Bild vorhanden,49.217576,8.370454
Protestantisches Pfarramt,Hauptstraße 1,Germersheim,1800!Anfang des 19. Jahrhunderts,"langgestreckter, geknickter, klassizistischer Putzbau, Anfang des 19. Jahrhunderts",Kein Bild vorhanden,49.218175,8.374255
Wohnhaus,Hauptstraße 13,Germersheim,1800!Anfang des 19. Jahrhunderts,"Wohnhaus einer ehemaligen Mühle; langgestreckter Walmdachbau, Anfang des 19. Jahrhunderts",Kein Bild vorhanden,49.218923,8.373969
Hoftor,"Hauptstraße, zu Nr. 15",Germersheim,1774,"Hoftor mit Mannpforte, bezeichnet (17)74",Kein Bild vorhanden,49.219244,8.373762
Wohnhaus,Hauptstraße 17,Germersheim,1692,"Massivbau, teilweise Fachwerk, bezeichnet 1692",//commons.wikimedia.org/wiki/Category:Vers%C3%B6hnungskirche_(Germersheim),49.219358,8.373683
Gesundheitsamt,Hauptstraße 25,Germersheim,1750!um 1750,"dreigeschossiger achtachsiger Massivbau, um 1750",Kein Bild vorhanden,49.219885,8.373618
Wohnhaus,Hauptstraße 31/33,Germersheim,1803,"zehnachsiger Massivbau, bezeichnet 1803 (Baujahr?)",Kein Bild vorhanden,49.22029,8.373579
Wohnhaus,Hauptstraße 38,Germersheim,1905!um 1905,"Putzbau, Neurenaissance, um 1905",Kein Bild vorhanden,49.22132,8.374002
Wohnhaus,Kirchenplatz 17,Germersheim,1900!nach 1900,"stattlicher dreigeschossiger späthistoristischer Klinkerbau, kurz nach 1900",Kein Bild vorhanden,49.220283,8.370584
Bezirksamt,Königsplatz 8,Germersheim,,"ehemaliges Bezirksamt, heute Finanzamt; langgestreckter, dreiflügeliger Rohziegelbau",Kein Bild vorhanden,49.216893,8.372563
Octroi-Häuschen,Ludwigsring 3,Germersheim,,,Kein Bild vorhanden,49.221392,8.37208
Kriegerdenkmal,Luitpoldplatz,Germersheim,1888,"Kriegerdenkmal 1870/71, bezeichnet 1888",,49.217957,8.374378
Wohnhaus,Luitpoldplatz 1,Germersheim,1907,"ehemaliges Wohngebäude für Offiziere; stattlicher dreigeschossiger Bau, barockisierender Jugendstil, Hoftor, 1907",,49.217934,8.373643
Wohn- und Geschäftshaus,Marktstraße 4,Germersheim,1750!um 1750,"siebenachsiges Wohn- und Geschäftshaus, angeblich um 1750",,49.220226,8.37131
Evangelische Pfarrkirche,Marktstraße 19,Germersheim,1782!1782/83,"in die Häuserzeile integrierter Saalbau, 1782/83",,49.219955,8.372775
Fachwerkhaus,Mittelstraße 16,Germersheim,1600!17. oder 18. Jahrhundert,"Fachwerkhaus, teilweise massiv oder verputzt, 17. oder 18. Jahrhundert; Querbau, wohl aus dem 19. Jahrhundert",,49.219746,8.372551
Festsaal im Stadthaus,"Oberamtsstraße, in Nr. 3",Germersheim,1893,"ehemaliges Offizierskasino: dreigeschossiger Massivbau, 1740, 1893 Anbau des Festsaales",,49.218805,8.372766
Offizierswohnhaus,Ritter-von-Schmaußstraße 2/4,Germersheim,1900!nach 1900,"ehemaliges Offizierswohnhaus; dreigeschossiger späthistoristischer Backsteinbau, Walmdach, Jugendstileinfluss, kurz nach 1900",,49.216188,8.375852
Denkmalzone Alte Ziegelei,östlich der Ortslage am Rhein,Germersheim,,"Ringofen mit zwei Kaminen, Warmluft- und Freilufttrockenanlage mit etwa 35 Trocknungsschuppen (überdachte Holzkonstruktionen), Verwaltungsgebäude, Maschinenhaus, teilweise Ziegelbauten, Feldbahn",,49.189625,8.380736
Friedhofskreuz,"Friedhofstraße, auf dem Friedhof",Germersheim,1807,"Friedhofskreuz, Kruzifix, Sandstein, bezeichnet 1807",,49.194511,8.361935
Bahnhof,Germersheimer Straße 14,Germersheim,1860!um 1860/70,"spätklassizistischer Typenbau, Backstein, um 1860/70",,49.194931,8.360513
Gasthaus „Schwanen“,Hördter Straße 6,Germersheim,1734,"ehemaliges Gasthaus „Schwanen“; Fachwerk-Winkelbau, teilweise massiv, angeblich von 1734; Querflügel 19. Jahrhundert",,49.18934,8.360818
Fachwerkhaus,Kirchstraße 36,Germersheim,1700!18. Jahrhundert,"eingeschossiges Fachwerkhaus, 18. Jahrhundert",,49.19012,8.361456
Katholische Kirche St. Johannes der Täufer,Kirchstraße 40,Germersheim,1867!1867/68,"neugotischer Saalbau, 1867/68",,49.189846,8.361237
Rathaus,Kirchstraße 42,Germersheim,1770!um 1770/80,Rathaus; um 1770/80,,49.189693,8.361543
Kruzifix,"Bahnhofstraße, vor Nr. 36",Hagenbach,1785,"Kruzifix, Rotsandstein, bezeichnet 1785, 1841 und 1895",Kein Bild vorhanden,49.017894,8.248546
Friedhofskreuz,"Friedhofstraße, auf dem Friedhof",Hagenbach,1835,"Friedhofskreuz; Kreuzigungsgruppe, Rotsandstein, bezeichnet 1835, Bildhauer Bernhard Würschmitt",Kein Bild vorhanden,49.021107,8.247794
Wachthaus,Ludwigstraße 2,Hagenbach,1800!Anfang des 19. Jahrhunderts,"ehemaliges Wachthaus; eingeschossiger Massivbau mit Portikus, Anfang des 19. Jahrhunderts",Kein Bild vorhanden,49.018144,8.248731
Fachwerkhaus,Ludwigstraße 3,Hagenbach,1700!18. Jahrhundert,"stattliches Fachwerkhaus, teilweise massiv, Walmdach, 18. Jahrhundert, Ladenein- und -vorbau",Kein Bild vorhanden,49.018416,8.248596
Fachwerkhaus,Ludwigstraße 4,Hagenbach,1700!Anfang des 18. Jahrhunderts,"Fachwerkhaus mit Schmuckfachwerk, Anfang des 18. Jahrhunderts; giebelseitiger Vorbau noch aus dem 18. Jahrhundert",Kein Bild vorhanden,49.018183,8.248788
Mauerrest der Stadtbefestigung,"Ludwigstraße, bei Nr. 5/7",Hagenbach,,Mauerrest der ehemaligen Stadtbefestigung (?) in einer Scheunenrückwand,Kein Bild vorhanden,49.018456,8.247984
