Burg Altleiningen,Burgstraße,Altleiningen,1100!um 1100/20,"um 1100/20 gegründete Spornanlage, nach Zerstörung im Bauernkrieg seit 1532 schlossartiger Wiederaufbau; im Südwesten staufische Buckelquadermauer, wohl Rest des Bergfrieds, 13. Jahrhundert, am dreigeschossigen Nordflügel Mauersubstanz des 16. und 17. Jahrhunderts; landschaftsprägend",//commons.wikimedia.org/wiki/Category:Burg_Altleiningen,49.511434,8.08245
Stadtmauer,"Kirchgasse, an Nr. 13",Bad Dürkheim,1300!14. Jahrhundert,Teile der Stadtbefestigung in der rückwärtigen Hauswand,Kein Bild vorhanden,49.461302,8.166144
Protestantisches Dekanat und Gemeindehaus,Kirchgasse 14,Bad Dürkheim,1606,"Putzbau, im Kern von 1606, Kellerumbau und Obergeschoss wohl aus dem frühen 18. Jahrhundert, Erweiterung 1932 ff.",Kein Bild vorhanden,49.461731,8.166593
Protestantische Schlosskirche,Kirchgasse 16,Bad Dürkheim,1100!12. Jahrhundert,"Turmuntergeschoss aus dem 12. Jahrhundert, Obergeschosse und dreischiffige querhauslose Sandsteinquader-Pseudobasilika um 1300, neugotischer Turmaufsatz 1865/66; ortsbildprägend; Grabkapelle der Grafen von Leiningen, bald nach 1500, Grabmäler des 16. bis 18. Jahrhunderts; am Außenbau Abtsgrabmal, in der Umfassungsmauer des ehemaligen Kirchhofs sechs Grabplatten, 14. bis 16. Jahrhundert",Kein Bild vorhanden,49.461554,8.166708
Wohnhaus,Kurbrunnenstraße 19,Bad Dürkheim,1875,"zweieinhalbgeschossiger Gründerzeitbau mit Mansardgiebeldach, 1875; platzbildprägend mit Nr. 21a und 21b",Kein Bild vorhanden,49.464719,8.17013
Villa,Kurbrunnenstraße 20,Bad Dürkheim,1899,"Villa, 1899, reiches Zierfachwerk im Dachgeschoss, Ausstattung",Kein Bild vorhanden,49.464932,8.171089
Wohnhaus,Kurbrunnenstraße 21a,Bad Dürkheim,1851,"Putzbau, 1851, Aufstockung wohl um 1872",Kein Bild vorhanden,49.464831,8.170279
Haus der Jugend,Kurbrunnenstraße 21b,Bad Dürkheim,1877,"zweieinhalbgeschossiger Putzbau, 1877; platzbildprägend mit Nr. 19 und 21a; Anbau mit belebter Dachlandschaft, 1906",Kein Bild vorhanden,49.464902,8.170448
Wohn- und Geschäftshaus,Kurgartenstraße 5,Bad Dürkheim,1866,"Wohn- und Geschäftshaus; schmaler, dreigeschossiger Putzbau, 1866; straßenbildprägend",//commons.wikimedia.org/wiki/Category:Ludwigskirche_Bad_D%C3%BCrkheim,49.461808,8.168093
Torfahrt,"Kurgartenstraße, an Nr. 7",Bad Dürkheim,1599,"spätgotische Torfahrt, bezeichnet 1599, in mehrfach verändertem spätbarockem Wohnhaus",Kein Bild vorhanden,49.461869,8.168203
Wohnhaus,Kurgartenstraße 10,Bad Dürkheim,1849,"sandsteingegliederter Zeilenbau, 1849",//commons.wikimedia.org/wiki/Category:Burgkirche_Bad_D%C3%BCrkheim,49.461855,8.168369
Katholische Pfarrkirche St. Ludwig,Kurgartenstraße 15,Bad Dürkheim,1828!1828/29,"anspruchsvoller klassizistischer Walmdachbau mit Portikus, 1828/29, Architekt Bernhard Spatz, Speyer",Kein Bild vorhanden,49.462376,8.169095
Villa Denis,Kurgartenstraße 18,Bad Dürkheim,1868,"großvolumiger spätklassizistischer Walmdachbau, 1868, Architekt eventuell Paul Camille von Denis; straßenbildprägend",Kein Bild vorhanden,49.461963,8.169369
Burgkirche,Leininger Straße 19,Bad Dürkheim,1756,"ehemalige protestantische Pfarrkirche; barocker Turm, bezeichnet 1756 und 1758, 1840 erhöht, Haube 1956, Nordgiebel 1877, zweigeschossige Wiederherstellung des Saals nach Kriegszerstörung 1953–56, Architekten Hans und Ernst Buch, Bad Dürkheim, und Hans Georg Fiebiger, Kaiserslautern; zugehörig: ehemaliges Pfarrhaus, Putzbau mit Krüppelwalm, 1756",//commons.wikimedia.org/wiki/Category:Bahnhof_Bad_D%C3%BCrkheim,49.459252,8.167416
Kreissparkasse,Mannheimer Straße 12,Bad Dürkheim,1937,"Ehemaliges Gebäude der Kreissparkasse Bad Dürkheim; Dreiflügelanlage, hochgesockelte Walmdachbauten, 1937, Architekt Joseph Müller, Neustadt an der Weinstraße; platzbildprägend",Kein Bild vorhanden,49.461274,8.169074
Stadtmauerturm,"Mannheimer Straße, hinter Nr. 12",Bad Dürkheim,1350!Mitte des 14. Jahrhunderts,"rundes Bruchsteinerdgeschoss eines Stadtmauerturms, Mitte des 14. Jahrhunderts, Fachwerkobergeschoss, 18. Jahrhundert",Kein Bild vorhanden,49.460967,8.169186
Bahnhofsgebäude,Mannheimer Straße 14,Bad Dürkheim,1872!1872/73,"dreiflügeliger, spätklassizistischer Sandsteinbau auf H-förmigem Grundriss, 1872/73; platzbildprägend",Kein Bild vorhanden,49.460874,8.170501
Kriegerdenkmal 1870/71,"Mannheimer Straße, vor Nr. 14",Bad Dürkheim,1911,"auf dem Bahnhofsplatz monumentales Kriegerdenkmal 1870/71, 1911, Architekt Oswald Bieber, München",Kein Bild vorhanden,49.46117,8.170306
Wohnhaus,Mannheimer Straße 22,Bad Dürkheim,1832!1832/33,"großes villenartiges Wohnhaus, 1832/33 über barocken Resten (18. Jahrhundert), Erweiterung mit sandsteingegliedertem Krüppelwalmdachbau 1898",Kein Bild vorhanden,49.462097,8.172153
Wagenhalle der Rhein-Haardt-Bahn,Mannheimer Straße 53,Bad Dürkheim,1913,"Wagenhalle der Rhein-Haardt-Bahn mit anliegendem Wohnhaus des Bahnhofvorstehers; bauliche Gesamtanlage, Heimatstil, 1913, Architekt Philipp Andresson; großvolumige Halle mit Krüppelwalmdach, technische Ausstattung, sandsteinverblendeter Trakt mit Pultdach, dreigeschossiges Wohnhaus mit belebter Dachlandschaft",Kein Bild vorhanden,49.463624,8.185113
Burgturm,"Marktgasse, bei Nr. 1",Bad Dürkheim,1200!frühes 13. Jahrhundert,"gerundeter Mauerzug eines Turms der Burgbefestigung, wohl aus dem frühen 13. Jahrhundert",Kein Bild vorhanden,49.459439,8.16769
Burgturm,"Marktgasse, zu Nr. 7",Bad Dürkheim,1200!frühes 13. Jahrhundert,"im Keller eines Nebengebäudes Kellermauern eines Turms der Burgbefestigung, wohl aus dem frühen 13. Jahrhundert",Kein Bild vorhanden,49.459421,8.167357
Gebäude des katholische Pfarrverbandes,Pfarrgässchen 2,Bad Dürkheim,1926!1926/27,"Gebäude des katholische Pfarrverbandes; viergeschossiger historisierender Walmdachbau, 1926/27",Kein Bild vorhanden,49.461803,8.168863
Napoleonsbank,"Portugieserstraße, bei Nr. 3",Bad Dürkheim,1700!18. oder 19. Jahrhundert,"Napoleonsbank; Ruhebank zum Abstellen auf dem Kopf getragener Lasten, 18. oder 19. Jahrhundert, Sandsteinpfeiler",Kein Bild vorhanden,49.459822,8.178278
Wohn- und Geschäftshaus,Römerplatz 1,Bad Dürkheim,1775!spätes 18. Jahrhundert,"spätbarockes Wohn- und Geschäftshaus mit Mansardgiebeldach, spätes 18. Jahrhundert, wohl über älteren Resten, bezeichnet 1739",Kein Bild vorhanden,49.461263,8.167932
Wohn- und Geschäftshaus,Römerplatz 2,Bad Dürkheim,1845,"großvolumiges Eckwohn- und Geschäftshaus, 1845 über älteren Resten; zweieinhalbgeschossiger Putzbau, Ladeneinbau um 1880/90 und um 1925; platzbildprägend",Kein Bild vorhanden,49.46111,8.168041
Wohnhaus,Römerplatz 8,Bad Dürkheim,1787,"spätbarockes Wohnhaus, bezeichnet 1787; platzbildprägend",Kein Bild vorhanden,49.460863,8.167615
Wohn- und Geschäftshaus,Römerplatz 14,Bad Dürkheim,1775!Ende des 18. Jahrhunderts,"spätbarockes Wohn- und Geschäftshaus mit Mansardgiebeldach, im Kern vom Ende des 18. Jahrhunderts, Ladeneinbau um 1860; straßen- und ortsbildprägend",Kein Bild vorhanden,49.461266,8.167807
Wohn- und Geschäftshaus,Römerstraße 6/8,Bad Dürkheim,1550!zweite Hälfte des 16. Jahrhunderts,"Wohn- und Geschäftshaus mit Treppenturm, im Kern aus der zweiten Hälfte des 16. Jahrhunderts, über wohl mittelalterlichen Kellern (Mitte des 13. Jahrhunderts?), Torfahrt frühes 17. Jahrhundert",Kein Bild vorhanden,49.460692,8.167221
Keller,"Römerstraße, unter von Nr. 10",Bad Dürkheim,,Teil eines mittelalterlichen Kellers,Kein Bild vorhanden,49.460694,8.167068
Haus Catoir,Römerstraße 20,Bad Dürkheim,1781,"vormals Leiningen-Falkenburger Hof; spätbarocker Putzbau mit Torfahrt, bezeichnet 1781 und 1854 (Renovierung); straßenbildprägend",//commons.wikimedia.org/wiki/Category:Kurhaus_(Bad_D%C3%BCrkheim),49.460309,8.166299
Leiningisches Schulhaus,Römerstraße 23,Bad Dürkheim,1751,"ehemaliges Leiningisches Schulhaus; barocker Putzbau, bezeichnet 1751, reiche spätklassizistische Erweiterung 1876",Kein Bild vorhanden,49.460122,8.166049
Wohn- und Geschäftshaus,Römerstraße 30,Bad Dürkheim,1902,"Eckwohn- und Geschäftshaus, neugotischer Mansardwalmdachbau, bezeichnet 1902, im Hof Pavillon; platzbildprägend",Kein Bild vorhanden,49.460164,8.165735
Vorgarteneinfriedung,"Schlossgartenstraße, zu Nr. 10/12",Bad Dürkheim,1903,"Vorgarteneinfriedung, Schmiedeeisen, Jugendstil, 1903",Kein Bild vorhanden,49.464129,8.171677
Wohn- und Geschäftshaus,Schlosskirchenpassage 2,Bad Dürkheim,1787,"zweieinhalbgeschossiges sandsteingegliedertes Wohn- und Geschäftshaus, Torfahrt bezeichnet 1787, Umbau und Erweiterung 1866",Kein Bild vorhanden,49.461609,8.16752
Kurhaus der Stadt und Spielkasino,Schlossplatz 1,Bad Dürkheim,1822!1822–26,"anspruchsvoller klassizistischer Putzbau, 1822–26, Architekt wohl Bernhard Spatz, Speyer; platzbildprägend; Sandsteinquadermauer mit barocker Inschrifttafel, 1739–41; barocker Pavillon mit Glockendach, 1741; Englischer Garten (Kurgarten), 1845/46, Architekt Gartendirektor Metzger, Erweiterung 1950, Architekt Max Fischer, Ludwigshafen; Ostertag-Denkmal, 1909/10, Architekten Düll und Pezold, München",Kein Bild vorhanden,49.4625,8.168166
Volksbank,Schlossplatz 3a,Bad Dürkheim,1906!1906/07,"Verwaltungsgebäude der Volksbank; großvolumiger dreigeschossiger Neurenaissancebau mit bewegter Dachlandschaft, 1906/07, Architekt Philipp Andressohn",Kein Bild vorhanden,49.462107,8.167737
Pestalozzischule,Schulgasse 7,Bad Dürkheim,1876!1876/77,"dreigeschossiger spätklassizistischer Walmdachbau, bezeichnet 1876/77, Architekt Theodor Brofft, Frankfurt",Kein Bild vorhanden,49.461019,8.16635
Amtsgericht,Seebacher Straße 2,Bad Dürkheim,1901,"neubarocke Dreiflügelanlage, Sandsteinquaderbau mit Walmdach, 1901",Kein Bild vorhanden,49.456201,8.171686
Wohnhaus,Seebacher Straße 13,Bad Dürkheim,1900,"eineinhalbgeschossiges spätgründerzeitliches Zeilenwohnhaus, 1900; Pavillon",Kein Bild vorhanden,49.455789,8.171319
Vigilientempel,"Sonnwendstraße, hinter Nr. 17a",Bad Dürkheim,1842,"tempelartiger klassizistischer Putzbau, 1842; errichtet auf dem Stumpf des Vigilienturms der Stadtbefestigung",Kein Bild vorhanden,49.463913,8.164908
Hakenhof,Weinstraße Nord 1,Bad Dürkheim,1750!zweite Hälfte des 18. Jahrhunderts,"im Kern spätbarocker Hakenhof, zweite Hälfte des 18. Jahrhunderts, Erweiterung zum Vierseithof und Fassadenumbau 1850; dreigeschossiges Wohnhaus, dreigeschossiger Nebentrakt, teilweise zweigeschossige Kelleranlage 18. und 19. Jahrhundert; ortsbildprägend",Kein Bild vorhanden,49.4614,8.167769
Winzerhof,Weinstraße Nord 5,Bad Dürkheim,1764,"ehemaliger Winzerhof, dreigeschossiger, im Kern spätbarocker Putzbau, Torfahrt bezeichnet 1764, Aufstockung und abgewalmtes Satteldach 1871",Kein Bild vorhanden,49.461791,8.167354
Winzerhof,Weinstraße Nord 7,Bad Dürkheim,1810,"ehemaliger Winzerhof, spätbarockes Eckwohnhaus mit Krüppelwalm, bezeichnet 1810, über Hochkeller, wohl aus dem 18. Jahrhundert, rückwärtig Torfahrt eines Nebengebäudes, spätes 18. Jahrhundert; Stundentafel, bezeichnet 1840",Kein Bild vorhanden,49.461912,8.167218
Wohn- und Geschäftshaus,Weinstraße Nord 9,Bad Dürkheim,1810,"dreigeschossiges nachbarockes Zeilenwohn- und Geschäftshaus, 1810, Ladeneinbau um 1850/60",Kein Bild vorhanden,49.461987,8.167134
Torfahrt,"Weinstraße Nord, an Nr. 19",Bad Dürkheim,1795,"ehemalige Torfahrt, Sandstein, bezeichnet 1795",Kein Bild vorhanden,49.462344,8.166639
Mühle und Wohnhaus,Weinstraße Nord 21,Bad Dürkheim,1731,"ehemalige Mühle und Wohnhaus, spätbarocker Krüppelwalmdachbau über Gewölbekellern, bezeichnet 1731",Kein Bild vorhanden,49.463021,8.167391
Stadtmauerturm,"Weinstraße Nord, bei Nr. 28",Bad Dürkheim,1360!um 1360,"runder Bruchsteinbau, um 1360",Kein Bild vorhanden,49.462823,8.167443
Spolie,"Weinstraße Nord, an Nr. 28",Bad Dürkheim,1762,"Portal-Keilstein, spätbarock, bezeichnet 1762",Kein Bild vorhanden,49.462988,8.167499
