Beinde 10,Beinde 10,Hüffelsheim,,"katholische Kirche; gründerzeitlicher Backsteinbau, bezeichnet 1887, Baumeister Johann Pfeiffer",,49.822671,7.798005
Brunnenstraße,Brunnenstraße,Hüffelsheim,,"Wegekapelle, 19. Jahrhundert",,49.823772,7.800497
Brunnenstraße,Brunnenstraße,Hüffelsheim,,"Ziehbrunnen, 18. oder 19. Jahrhundert",,49.823772,7.800497
Fröschengasse 8,Fröschengasse 8,Hüffelsheim,,"Fachwerkhaus, teilweise massiv, um 1600",,49.823099,7.798355
(bei) Fröschengasse 8,(bei) Fröschengasse 8,Hüffelsheim,,"Renaissance-Brunnenhäuschen/Ziehbrunnen, bezeichnet 1595",,49.823099,7.798355
Fröschengasse 13,Fröschengasse 13,Hüffelsheim,,"Wohnhaus, um 1600",,49.822741,7.79856
Hauptstraße 7,Hauptstraße 7,Hüffelsheim,,"barockes Fachwerkhaus, 18. Jahrhundert",,49.821999,7.79927
(bei) Hauptstraße 8,(bei) Hauptstraße 8,Hüffelsheim,,"Ziehbrunnen, wohl zweite Hälfte des 18. oder erste Hälfte des 19. Jahrhunderts",,49.82185,7.798782
Hauptstraße 13,Hauptstraße 13,Hüffelsheim,,"Rathaus; Fachwerkbau mit Torfahrt, 1582–95, Treppenturm bezeichnet 1595, ehemaliges Backhaus, 1608",,49.822232,7.79983
Hauptstraße 14,Hauptstraße 14,Hüffelsheim,,"barockes Fachwerkhaus, teilweise massiv, 18. Jahrhundert, im Kern wohl älter",,49.822147,7.799373
Hauptstraße 16,Hauptstraße 16,Hüffelsheim,,"barockes Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,49.822234,7.799546
Hauptstraße 44,Hauptstraße 44,Hüffelsheim,,"barockes Fachwerkhaus einer Hofanlage, teilweise massiv, wohl 17. Jahrhundert, Torbogen mit Fußgängerpforte, bezeichnet 1717",,49.822862,7.801851
Kirchenstraße 2,Kirchenstraße 2,Hüffelsheim,,"Krüppelwalmdachbau, um 1800",,49.822524,7.799481
Weinsheimer Straße,Weinsheimer Straße,Hüffelsheim,,"evangelische Pfarrkirche; ehemals St. Lambert, Westturm und Langhausmauern spätgotisch, Umbauten 1611 und 1706; alte Friedhofsmauer; Kriegerdenkmal 1914/18, reliefierter Sandsteinpfeiler, 1920er Jahre; drei Pfarrergrabsteine, 19. Jahrhundert",,49.823333,7.795733
Denkmalzone Jüdischer Friedhof[1] (Am Judenkirchhof),Denkmalzone Jüdischer Friedhof[1] (Am Judenkirchhof),Hundsbach,,Areal mit etwa 50 Grabsteinen des 18. und 19. Jahrhunderts,,,
Hauptstraße 7,Hauptstraße 7,Hundsbach,,"evangelische Kirche; neuromanischer Sandsteinquaderbau, 1867, nach 1945 Wiederaufbau; Stützmauer, Sandsteinquader; Kriegerdenkmal 1914/18",,49.726127,7.557156
Hauptstraße 3,Hauptstraße 3,Hundsbach,,"ehemalige Schule; spätklassizistischer Walmdachbau, Mitte des 19. Jahrhunderts",,49.726255,7.558751
Hauptstraße 12,Hauptstraße 12,Hundsbach,,"ehemaliges Gasthaus; in der Art einer Einfirstanlage mit Tanzsaal, bezeichnet 1830, Fachwerk-Anbau",,49.726101,7.556561
Untergasse 4,Untergasse 4,Hundsbach,,"ehemaliges evangelisches Pfarrhaus; spätklassizistischer Putzbau, Ende des 19. Jahrhunderts",,49.72561,7.55678
(bei) Untergasse 9,(bei) Untergasse 9,Hundsbach,,"ehemalige Synagoge; Sandsteinquaderbau mit Rundbogenmotiven, 1880",,49.72563,7.55732
"am Kirchhof, nächst der L 182 (auf dem Friedhof)","am Kirchhof, nächst der L 182 (auf dem Friedhof)",Hundsbach,,"Grabstein J. Forster, Sandstein, 1949",,,
Deslocher Straße,Deslocher Straße,Jeckenbach,,"Brücke, einbogig, Bruchstein, wohl aus der ersten Hälfte des 19. Jahrhunderts",,49.709736,7.608438
Mühlstraße,Mühlstraße,Jeckenbach,,"Brücke, einbogig, Sandsteinquader, wohl aus der zweiten Hälfte des 19. Jahrhunderts",,49.708372,7.606725
Mühlstraße,Mühlstraße,Jeckenbach,,"evangelische Kirche; spätbarocker Saalbau, bezeichnet 1767, Architekt eventuell Philipp Heinrich Hellermann, Westturm im Kern romanisch, 11. oder 12. Jahrhundert, Glockenstube und Turmhelm barock; klassizistischer Treppenaufgang, 1852",,49.708372,7.606725
(bei) Mühlstraße 5,(bei) Mühlstraße 5,Jeckenbach,,"Brücke, einbogig, wohl aus der Mitte des 19. Jahrhunderts",,49.70864,7.60755
Mühlstraße 9,Mühlstraße 9,Jeckenbach,,"Streckhof; Fachwerkhaus, verputzt, bezeichnet 1841, Scheune, bezeichnet 1833",,49.70904,7.60766
(gegenüber) Mühlstraße 10,(gegenüber) Mühlstraße 10,Jeckenbach,,"barockes Fachwerkhaus, verputzt, 18. Jahrhundert",,,
"südöstlich des Orts, im Stried","südöstlich des Orts, im Stried",Jeckenbach,,"sogenannter Römerbrunnen; Schöpfbrunnenanlage, angeblich römerzeitlich",,,
nördlich des Ortskerns,nördlich des Ortskerns,Jeckenbach,,"Weinbergshaus; historisierender Satteldachbau, wohl aus den 1920er Jahren",,,
Lützelsoonstraße,Lützelsoonstraße,Kellenbach,,"evangelische Pfarrkirche; ehemals St. Veit, romanischer Westturm, spätgotischer Chor, erste Hälfte des 15. Jahrhunderts, spätbarocker Saal, 1765",,49.844905,7.49335
Lützelsoonstraße,Lützelsoonstraße,Kellenbach,,"Wasserbehälter; teilweise Fachwerk, Heimatstil, bezeichnet 1913",,49.844905,7.49335
Lützelsoonstraße 1,Lützelsoonstraße 1,Kellenbach,,"barockes Fachwerkhaus, teilweise massiv, abgewalmtes Mansarddach, bezeichnet 1739; gegenüber Stall, teilweise Fachwerk, 19. Jahrhundert",,49.84538,7.49467
Lützelsoonstraße 6,Lützelsoonstraße 6,Kellenbach,,"ehemalige evangelische Pfarrscheune; Bruchstein, wohl aus dem 19. Jahrhundert",,49.845491,7.494103
Schiefersteinstraße,Schiefersteinstraße,Kellenbach,,"katholische Kirche St. Hildegard; kleiner Walmdachbau, Bruchstein, Jugendstil, 1912, Architekt Peter Marx, Trier",,49.847063,7.492103
Schiefersteinstraße 14,Schiefersteinstraße 14,Kellenbach,,"Gasthaus; einfirstartiger Fachwerkbau, bezeichnet 1868, Tanzsaal 1920er Jahre",,49.84718,7.491922
(an) Schiefersteinstraße 57,(an) Schiefersteinstraße 57,Kellenbach,,"Haustür, neugotisches Türblatt, bezeichnet 1883",,49.84673,7.49314
am Simmerbach,am Simmerbach,Kellenbach,,"Rippas Mühle; eingeschossiger Krüppelwalmdachbau, teilweise Fachwerk, im Kern eventuell aus dem 18. Jahrhundert",,49.847457,7.488838
Denkmalzone Bürgermeister-Tschepke-Straße 18–48,Denkmalzone Bürgermeister-Tschepke-Straße 18–48,Kirn,,"Siedlung für Arbeiter der Lederwarenfabrik Jakob Müller, 1950er Jahre; 13 eingeschossige Doppelwohnhäuser mit Vorgärten, Heimatstil",,49.795133,7.456056
Denkmalzone Jüdischer Friedhof[1] (Auf der Schanze),Denkmalzone Jüdischer Friedhof[1] (Auf der Schanze),Kirn,,"um 1870 bis 1939, Areal mit zahlreichen Grabmälern",,,
"Denkmalzone Marktplatz (Marktplatz 4, 5, 6, 7, (8), 9)","Denkmalzone Marktplatz (Marktplatz 4, 5, 6, 7, (8), 9)",Kirn,,"zwei- bis dreigeschossige Wohn- und Geschäftshäuser, teilweise Fachwerk, des 16. bis 19. Jahrhunderts bilden die westliche Platzwand des Marktplatzes",,,
"Denkmalzone Übergasse 5–9, 10–14, 18, 20, Kirchstraße 1, 2, Sackgasse 2","Denkmalzone Übergasse 5–9, 10–14, 18, 20, Kirchstraße 1, 2, Sackgasse 2",Kirn,,"nahezu geschlossene zwei- bis dreigeschossige Bebauung des 16. bis 19. Jahrhunderts, darunter vor allem Fachwerkhäuser",,,
Denkmalzone Wörther Weg 10–14,Denkmalzone Wörther Weg 10–14,Kirn,,"durch Zwerchgiebel, Erker und Fachwerkpartien aufgelockerte Fassadenfront von fünf eineinhalb- bis zweieinhalbgeschossigen Wohnhäusern, um 1905",,,
Denkmalzone Burgruine Kyrburg[2],Denkmalzone Burgruine Kyrburg[2],Kirn,,"1128 erwähnt, im 16. Jahrhundert Ausbau zum Schloss, 1734 zerstört; erhalten ein barocker Wohnbau, 18. Jahrhundert (um 1764?), Ruine eines Renaissancebaus; Futtermauern, Kellergewölbe, Reste von Rundtürmen, ehemaliger Pulverturm, bezeichnet 1526, Eselsbrunnen",,,
Alter Oberhauser Weg 8,Alter Oberhauser Weg 8,Kirn,,"Wohnhaus, barockisierender Mansardwalmdachbau, 1937, Architekt Friedrich Otto, Kirn",,49.79781,7.45813
Altstadt 1,Altstadt 1,Kirn,,"ehemalige Fabrikantenvilla für Mitglied der Fa. Simon; späthistoristischer Repräsentativbau, letztes Viertel des 19. Jahrhunderts, städtebaulich bedeutende Situation",,49.783946,7.455867
"Auf der Schanze, auf dem Friedhof","Auf der Schanze, auf dem Friedhof",Kirn,,"Friedhofstor, Sandstein, Mitte des 19. Jahrhunderts; Grabkreuze, Gusseisen, nach 1871; Grabmal Peter und Gerhardt, barockisierende kolumbariumartige Rundbogennische, um 1900; Grabmal Böcking, Grabkreuz, Gusseisen, um 1862; Grabstätte Andres: Anlage mit neun Grabsteinen in schmiedeeiserner Einfriedung, 19. und 20. Jahrhundert; Grabmal eines Massengrabs, mit Todesengel, um 1875; Grabstätte Nonnweiler: kleine gründerzeitliche Anlage mit Schauwand, um 1880/90; Grabstätte Häfner und Stroh: spätklassizistische Grabsäulen, um 1882 und um 1885; Grabstätte Theodor Simon: circa 1878 bis 1920, antikische Sandstein-Ädikula, um 1880/1900; zwei Granit-Obelisken, um 1878; Trauernde, um 1920; Kind, um 1902",,49.789841,7.454445
Bahnhofstraße 21,Bahnhofstraße 21,Kirn,,"gründerzeitlicher Klinkerbau, neugotische Motive, um 1900",,49.786412,7.464323
Bahnhofstraße 23,Bahnhofstraße 23,Kirn,,"dreigeschossiges spätklassizistisches Wohnhaus, zweite Hälfte des 19. Jahrhunderts",,49.786441,7.464343
Bahnhofstraße 27,Bahnhofstraße 27,Kirn,,"villenartiges spätklassizistisches Wohnhaus, Mitte des 19. Jahrhunderts",,49.78706,7.4642
Bahnhofstraße 31,Bahnhofstraße 31,Kirn,,"ehemalige Lederfabrik Böcking, langgestreckter dreigeschossiger Bruchsteinbau, zwei- bis dreigeschossige Manufakturbauten, ca. 1860 bis 1880, Ausbau bis ins 20. Jahrhundert",,49.78709,7.46471
Bahnhofstraße 35,Bahnhofstraße 35,Kirn,,"spätgründerzeitliche Walmdach-Villa, um 1900",,49.78683,7.46556
Dhauner Straße,Dhauner Straße,Kirn,,"sogenannte Weiße Brücke; Betontrog-Brücke, 1905",,49.796969,7.463156
Dominikstraße 41,Dominikstraße 41,Kirn,,"Dominikschule; dreigeschossiger Putzbau, Neurenaissance, Turnhalle, Toilettenanlage, 1903–05",,49.79119,7.458071
Fasanenweg,Fasanenweg,Kirn,,"Wasserbehälter; Sandstein, um 1900/10",,49.795869,7.460015
Gerbergasse 1,Gerbergasse 1,Kirn,,"fünfgeschossiges Wohn- und Geschäftshaus, Bauhaus-Architektur, 1931, Architekt Otto Deyhle",,49.78522,7.46066
Gerbergasse 4,Gerbergasse 4,Kirn,,"dreigeschossiges Wohn- und Geschäftshaus, Mansarddachbau, Klinker, um 1890/1900",,49.78545,7.46105
Gerbergasse 12,Gerbergasse 12,Kirn,,"dreigeschossiges Fachwerkwohn- und -geschäftshaus, teilweise verschiefert, im Kern barock, wohl 18. Jahrhundert, städtebaulich wichtige Ecksituation",,49.78526,7.45972
Gerbergasse 13,Gerbergasse 13,Kirn,,"ehemaliges Gerbhaus; teilweise Fachwerk, Dach mit abgeschleppter Lüftungszone, zweite Hälfte des 19. Jahrhunderts",,49.78516,7.45972
Halmer Weg,Halmer Weg,Kirn,,"katholische Pfarrkirche St. Pankratius; neuspätgotische Basilika, 1892–94, Architekt Max Meckel, Limburg",,49.787816,7.461902
Halmer Weg 10,Halmer Weg 10,Kirn,,"spätgründerzeitliche Villa, teilweise Fachwerk, Jugendstilmotive, um 1905",,49.78758,7.4633
Halmer Weg 14,Halmer Weg 14,Kirn,,"Villa; zwei- bis dreigeschossiger Bau mit Kniestock, teilweise Fachwerk, um 1900/05",,49.788093,7.461803
Halmer Weg 27,Halmer Weg 27,Kirn,,"Schule; zwei- bis dreigeschossiger Dreiflügelbau, Treppenanlage und Turnhalle, Mischformen Heimatschutzarchitektur/1950er Jahre, um 1953/54, Architekten eventuell Julius Schneider, Idar-Oberstein oder Friedrich Otto, Kirn",,49.788656,7.460329
Im Hohen Rech 8,Im Hohen Rech 8,Kirn,,"Wohnhaus, um 1900",,49.793335,7.455974
Jahnstraße 11,Jahnstraße 11,Kirn,,"Krankenhaus; zwei- bis dreigeschossiger neuklassizistischer Mansarddachbau, um 1910",,49.794296,7.456071
Kallenfelser Straße ohne Nummer,Kallenfelser Straße ohne Nummer,Kirn,,"Brauerei Andres; stattlicher dreigeschossiger spätklassizistischer Hauptbau, langgestrecktes Betriebsgebäude, Bruchstein, weitere ältere Betriebsgebäude",,,
