Augustinergäßchen 6, Mainz-Altstadt,"stattlicher Hofkomplex; viergeschossiges gotisches Haus Zum Robenheimer, wohl im 18. Jahrhundert überformt, dreigeschossiger Fachwerkanbau (verputzt), Haus Zum Geisenheimer, dreigeschossiger Putzbau, teilweise Fachwerk, 18. Jahrhundert, über älterem Keller, Aufstockung und Anbau im 19. Jahrhundert",
Augustinerstraße 7, Mainz-Altstadt,"viergeschossiger Walmdachbau mit Kniestock, im Kern aus dem 16. Jahrhundert, Aufstockung, Innenumbau und Fassadenüberformung 1818, Ladeneinbau des späten 19. Jahrhunderts",
Augustinerstraße 8, Mainz-Altstadt,"dreigeschossiger Eckbau mit Mansardwalmdach, im Kern 1657, im 19. Jahrhundert überformt",
Augustinerstraße 13, Mainz-Altstadt,"dreigeschossiger Putzbau, teilweise Fachwerk, um 1650, im 19. Jahrhundert überformt, ältere Keller",
Augustinerstraße 15, Mainz-Altstadt,"dreigeschossiges Wohnhaus, im Kern aus dem 17. Jahrhundert",
Augustinerstraße 22, Mainz-Altstadt,"dreigeschossiger Putzbau, teilweise Fachwerk Mansarddach, im Kern aus dem 17. Jahrhundert",
Augustinerstraße 23/25, Mainz-Altstadt,"Adler-Apotheke, dreigeschossiges Wohn- und Geschäftshaus, ab 1696, Arkadenerdgeschoss nach 1750, Mitte des 19. Jahrhunderts aufgestockt und überformt, Hauszeichen 1716; Ausstattung; Fachwerk-Trakt aus dem 17. Jahrhundert, Hinterhaus, Rest des spätgotischen Hauses Zum Salmann; Ausstattung",
(an) Augustinerstraße 27, Mainz-Altstadt,in der rückwärtigen Mauer Teile des ehemaligen Kartäuserhofs,
Augustinerstraße 31, Mainz-Altstadt,"viergeschossiges Eckwohn- und Geschäftshaus mit Ladenarkatur, 1862, Architekt Christian Lothary",
Augustinerstraße 32, Mainz-Altstadt,"Haus Zum Braunfels, dreigeschossiges Zweifensterhaus, Fachwerkbau, zweite Hälfte des 17. Jahrhunderts; zugehörig Haus Zum Schwalbenkopf, teilweise Fachwerk, vor 1625/26",
Augustinerstraße 33, Mainz-Altstadt,"viergeschossiges spätklassizistisches Zeilenwohn- und Geschäftshaus mit Ladenarkatur, 1862, Architekt Christian Lothary",
"Augustinerstraße 34, 40", Mainz-Altstadt,"Katholische Augustinerkirche; ehemaliges katholisches Augustinerkloster, heute Priesterseminar und Seminarkirche; barocker Saalbau mit gestrecktem Chor, Dachreiter, hochaufragende dreiteilige Schaufassade, 1768–72, bauzeitliche Ausstattung; Klostergebäude, zwei- und dreigeschossiges Quadrum mit überbautem Kreuzgang sowie dreigeschossige Dreiflügelanlage, 1737–53, prächtiges Rokoko-Portal (Augustinerstraße), bezeichnet 1753, Nikolaus Binterim zugeschrieben",
Augustinerstraße 36/38, Mainz-Altstadt,"dreigeschossige, im Kern spätgotische sandsteingegliederte Putzbauten mit Zeltdach, im 18. Jahrhundert zusammengefasst und teilweise neugebaut, im 19. Jahrhundert überformt",
Augustinerstraße 39, Mainz-Altstadt,"viergeschossige Zeilenwohn- und Geschäftshaus, neugotische Motive, 1862, Architekt Joseph Laské",
Augustinerstraße 42, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus mit Ladenarkatur, zweite Hälfte des 18. Jahrhunderts",
Augustinerstraße 43/45/47, Mainz-Altstadt,"viergeschossiges spätklassizistisches Zeilenwohnhaus, 1862; Ausstattung",
Augustinerstraße 44, Mainz-Altstadt,"viergeschossiges Wohn- und Geschäftshaus mit Ladenarkatur, stattlicher Rokokobau, Mitte des 18. Jahrhunderts, Aufstockung 1870; Ausstattung",
Augustinerstraße 49/51, Mainz-Altstadt,"viergeschossiges Doppelwohn- und Geschäftshaus, sandsteingegliederter Klinkerbau, Neurenaissance- und neubarocke Motive, 1899/1900, Architekt Franz Gill",
Augustinerstraße 50/52, Mainz-Altstadt,"Eckwohn- und Geschäftshaus, dreigeschossiger Putzbau, teilweise Fachwerk, 17. Jahrhundert, Ladenarkatur erste Hälfte des 18. Jahrhunderts; mittelalterlicher Keller",
Augustinerstraße 55, Mainz-Altstadt,"Frankfurter Hof; dreigeschossiger neubarocker Mansarddachbau, bezeichnet 1895, Architekt Franz Gill; zwei Querarme zum Saalbau, Bruchstein und Ziegelmauerwerk, 1841",
Augustinerstraße 58, Mainz-Altstadt,"Bierhaus Zum Daniel; viergeschossiger spätbarocker Putzbau, teilweise Fachwerk, Arkadenerdgeschoss, vor der Mitte des 18. Jahrhunderts; Ausstattung",
Augustinerstraße 59, Mainz-Altstadt,"viergeschossige Zeilenwohn- und Geschäftshaus, hausteingegliederter Ziegelbau, Jugendstildekor, 1904, Architekt Peter Scheuren",
Augustinerstraße 60/62, Mainz-Altstadt,"dreieinhalbgeschossiges gründerzeitliches Zeilenwohn- und Geschäftshaus mit Mansarddach, 1883, Architekt Peter Greiner; Baldachinmadonna aus der ersten Hälfte des 18. Jahrhunderts (Kopie)",
Augustinerstraße 61, Mainz-Altstadt,"viergeschossiges Eckwohn- und Geschäftshaus, jugendstilig variierte neubarocke Motive, Erkerturm mit welscher Haube, 1904, Architekt Wilhelm Hahn; Ausstattung",
Augustinerstraße 73, Mainz-Altstadt,"Haus Zum Kleinen Elefanten; viergeschossiges Zweifensterhaus mit Mansardwalmdach, teilweise Fachwerk (verputzt), Louis-seize-Stil, um 1780, Ladeneinbau spätes 19. Jahrhundert",
Augustinerstraße 75, Mainz-Altstadt,"stattliches viergeschossiges Fachwerkhaus, teilweise verschiefert, erste Hälfte des 17. Jahrhunderts, Ladenarkatur um 1900; Ausstattung",
Badergasse 1, Mainz-Altstadt,"dreigeschossiges Fachwerkhaus, Mitte des 18. Jahrhunderts, im Kern teilweise aus dem 17. Jahrhundert",
Badergasse 14, Mainz-Altstadt,"dreigeschossiges Zweifensterhaus, teilweise Fachwerk (verputzt), um 1720; ältere Keller",
Badergasse 16, Mainz-Altstadt,"dreigeschossiges Zweifensterhaus, teilweise Fachwerk (verputzt), frühes 18. Jahrhundert, Wandbrunnen bezeichnet 1712; ältere Keller",
Bahnhofstraße 2a, Mainz-Altstadt,"späthistoristisches Zeilen-Eckwohn- und Geschäftshaus, 1891, Architekt Gustav Peisker",
Bahnhofstraße 2b, Mainz-Altstadt,"späthistoristisches Zeilenwohn- und Geschäftshaus, um 1890",
Bahnhofstraße 11, Mainz-Altstadt,"späthistoristisches Zeilenwohn- und Geschäftshaus, in den Untergeschossen Monumentalpilaster, um 1890",
Ballplatz 1, Mainz-Altstadt,"Älterer Dalberger Hof; unregelmäßige dreigeschossige Dreiflügelanlage, im Kern von 1598, Toreinfassung bezeichnet 1710, Aufstockung in der Mitte des 18. Jahrhunderts; gotischer Wohnturm mit mittelalterlicher Glasmalerei, gegen Mitte des 14. Jahrhunderts; Gartenanlage mit Schulhaus, 1880, Architekt Peter Gustav Rühl, 1894 erweitert, und neuromanische Hl. Dreikönigskapelle, 1860/61, Architekt Ludwig Metternich",
(an) Ballplatz 2, Mainz-Altstadt,Muttergottes, barocke Immakulata in Baldachinnische
Ballplatz 3, Mainz-Altstadt,"Fechenbacher Hof; stattlicher dreigeschossiger Winkelbau, erstes Jahrzehnt des 18. Jahrhunderts, Walmdach 1951; Ausstattung; tonnengewölbter Keller",
Ballplatz 5, Mainz-Altstadt,"dreiachsige Doppelhaushälfte, sandsteingegliederter Klinkerbau, Neurenaissance, 1897",
Ballplatz 5a/5b, Mainz-Altstadt,"dreiachsige Doppelhaushälfte, sandsteingegliederter Klinkerbau, Neurenaissance, 1897",
Ballplatz 6, Mainz-Altstadt,"Eckwohnhaus, teilweise sandsteinplattenverkleideter Klinkerbau, Neurenaissance, Ende des 19. Jahrhunderts",
Bauerngasse 3, Mainz-Altstadt,"Dienheimer Hof; Dreiseithof, 1623–25; zweiflügeliger Renaissancebau mit Volutengiebel, oktogonaler Treppenturm",
Bauhofstraße 3–5, Mainz-Altstadt,"ehemalige Eltzer Höfe; dreigeschossiger achtzehnachsiger Barockbau mit abgewalmtem Mansarddach, 1742/43",
Bilhildisstraße 5, Mainz-Altstadt,"dreigeschossiger fünfachsiger Mansarddachbau mit übergiebeltem Zwerchhaus, 1769 oder wenig später, Architekt Johannes Dielmann, Fassade im 19. Jahrhundert verändert",
Bilhildisstraße 9, Mainz-Altstadt,"dreigeschossiger dreiachsiger Mansarddachbau, 1769 oder wenig später, Architekt Johannes Dielmann, jüngerer Ladeneinbau in angeglichenen Formen",
Bilhildisstraße 13, Mainz-Altstadt,"dreigeschossiger fünfachsiger Mansarddachbau mit Schmuckrelief und übergiebeltem Zwerchhaus, 1769 oder wenig später, Architekt Johannes Dielmann",
Bischofsplatz, Mainz-Altstadt,"Pumpbrunnen; Rotsandstein, Louis-Seize-Stil, letztes Viertel des 18. Jahrhunderts",
(bei) Bischofsplatz 2a, Mainz-Altstadt,"Torbogen, Rotsandstein, wohl frühes 18. Jahrhundert, (spätere?) Frieszone bezeichnet 1809",
Bockshöfchen, Mainz-Altstadt,"Portalrahmen, bezeichnet 1666",
Breidenbacherstraße 2, Mainz-Altstadt,"dreigeschossiges Eckwohn- und Geschäftshaus mit Treppengiebel, Backsteinbau mit Fachwerkerker, 1892/93, Architekt Peter Greiner",
Breidenbacherstraße 9, Mainz-Altstadt,"viergeschossiges Eckwohn- und Geschäftshaus, um 1860, Erweiterung und Jugendstildekor 1902, Architekt Gustav Peisker",
Breidenbacherstraße 11, Mainz-Altstadt,"ehemalige Polizei- und Feuerwache; heute Wohnhaus, dreigeschossiger kubischer Neurenaissancebau, eingeschossiges Spritzenhaus, 1884, Architekt Eduard Kreyßig",
Breidenbacherstraße 13, Mainz-Altstadt,"großvolumiges Zeilenwohn- und Geschäftshaus, Sandstein- und Klinkerfassade mit Terrakottareliefs, 1894, Architekt Eduard Kreyßig",
Breidenbacherstraße 15, Mainz-Altstadt,"viergeschossiges historistisches Zeilenwohnhaus, sandsteingegliederter Backsteinbau, 1876, Architekt Gustav Peisker",
Breidenbacherstraße 17 und 19, Mainz-Altstadt,"viergeschossige Zeilenwohn- und Handelshäuser, 1861, Nr. 19 bezeichnet 1894 (Aufstockung und Umbau); Ausstattung",
Breidenbacherstraße 25, Mainz-Altstadt,"spätklassizistischer Eckerker des ehemaligen palazzoartigen Neurenaissancebaus, 1862/63, Architekt Conrad Kraus",
Christofsstraße 8, Mainz-Altstadt,"ehemalige katholische St. Christofskirche; Kapelle und Mahnmal für die Opfer des Zweiten Weltkriegs, Ruine der 1280 bis 1330 errichteten, nach 1687 und 1761 renovierten und wiederhergestellten, 1942 ausgebrannten und 1945 zerstörten dreischiffigen Basilika, 1963/64 als Mahnmal mit stützender Betonkonstruktion hergerichtet; romanischer Nordturm, um 1240, Aufstockung 14./15. Jahrhundert; gotische Gruftanlage, Wandmalereien um 1400, Umwandlung zur Krypta 1761",
Christofsstraße 13, Mainz-Altstadt,"Gästehaus des Bentzelschen Hofs; dreigeschossiges Eckwohnhaus, kubischer Mansardwalmdachbau, 1741, Hausmadonna in Baldachinnische",
Dagobertstraße 2, Mainz-Altstadt,"ehemalige Mainzer Gasapparate- und Gusswerke; mächtiger viergeschossiger Blankziegelbau auf L-förmigem Grundriss mit gotisierendem Eckturm, 1899, Architekt Gustav Peisker",
Dagobertstraße 5, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit Mansarddach, neubarocke Motive, 1898, Architekt Conrad Jacoby",
Dagobertstraße 20, Mainz-Altstadt,"ehemaliges Beamtenhaus der Garnisons-Waschanstalt; zweieinhalbgeschossiger klinkerverkleideter Backsteinbau, 1888, Architekt Garnisons-Bauinspektor Reinmann",
Dagobertstraße 20b, Mainz-Altstadt,"ehemalige Garnisons-Waschanstalt; langgestreckter Klinkerbau mit Querflügeln, 1888, Architekt Garnisons-Bauinspektor Reinmann",
Dagobertstraße 24, Mainz-Altstadt,"ehemaliges Wachthaus; eingeschossiger Rotsandsteinquaderbau mit Flachdach sowie Teilstück der ehemaligen Infanteriemauer, Teil der so genannten Rheinkehlbefestigung von 1873/79, Architekt Eduard Kreyßig",
Deutschhausplatz 8, Mainz-Altstadt,"Altes Zeughaus; Dreiflügelanlage, 1604/05; Hauptflügel mit dreigeschossigen Rollwerkgiebeln, oktogonaler Treppenturm mit kurfürstlichem Wappen, bezeichnet 1603, an der nördlichen Giebelseite Neurenaissanceportal, 1907",
Deutschhausplatz 12, Mainz-Altstadt,"Deutschhaus (heute Landtag Rheinland-Pfalz); barocke Anlage mit Corps de logis und zwei Pavillons, 1730–40, Architekt Anselm Franz von Ritter zu Groenesteyn, Veränderungen durch Franz Joseph Roth, Mergentheim; dreigeschossiger Mansardwalmdachbau, 1736 nahezu vollendet; ehemalige Kapelle, 1736 begonnen, Bildwerke von Burkard Zamels (seit 1914 Kopien); Verwalterhaus, 1737 begonnen",
Diether-von-Isenburg-Straße 4, Mainz-Altstadt,"ehemaliges Kurfürstliches Schloss; 1628 begonnen als Erweiterungsflügel, der die Martinsburg (ab 1478) mit dem Kanzleigebäude (1555–57) und der Gangolfkapelle (1570–81) verbindet, 1752 vollendet, seit 1807 freigestellt und mit Errichtung der eingeschossigen Steinhalle Bildung einer Dreiflügelanlage, 1942 abgebrannt, 1948 Wiederherstellung; dreigeschossiger Ost- und Nordflügel mit hohen Walmdächern rechtwinklig zueinander, aber mit ungleicher Länge und Breite, klare Fassadengliederung mit reicher Bauplastik, eingeschossiger Westflügel (Steinhalle), öffnet sich mit Pfeilerarkadenwand zum Hof hin",
"Diether-von-Isenburg-Straße 15, Rheinallee 1", Mainz-Altstadt,"Verwaltungsgebäude für die Deutsche Fleischerei-Berufsgenossenschaft; aufwändiges Verwaltungsgebäude mit reichem neubarockem Dekor, 1903, Architekt Reinhold Weisse",
Eisgrubweg 3, Mainz-Altstadt,"Eisgrubschule; dreigeschossiger polychrom verklinkerter Quaderbau mit dreiteiligem Dachaufbau, Treppenhausrisalit mit Laterne, 1886–88, Architekt Eduard Kreyßig; Parallelgebäude mit Ausstattung jünger",
