Andreasstraße,Altrich,"neugotisches Altarkreuz, Ende des 19. Jahrhunderts",49.95856,6.910515
Andreasstraße 31,Altrich,"ehemalige Schule mit Turnhalle und Lehrerwohnhaus (?); winkelförmige Anlage, Reformarchitektur, kurz vor oder nach dem Zweiten Weltkrieg",49.956659,6.911467
(zu) Andreasstraße 55,Altrich,"Fachwerkscheune, 19. Jahrhundert",49.955216,6.908781
Andreasstraße 71,Altrich,"spätklassizistisches Wohnhaus, bezeichnet 1867",49.954869,6.907155
Borschrech 12,Altrich,"Hofanlage; repräsentativer Krüppelwalmdachbau, bezeichnet 1888, Nebengebäude mit Backhaus und Scheune oder Remise",49.958856,6.909257
Büscheid 9,Altrich,"Katholische Filialkirche St. Quirinus; dreiachsiger gotisierender Saalbau, Ende des 19. Jahrhunderts",49.961458,6.907649
Büscheider Weg,Altrich,"Wegekreuz; barockes Schaftkreuz, wohl nachträglich bezeichnet 1848",49.961238,6.910874
(bei) Büscheider Weg 2,Altrich,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1659",49.961093,6.911314
Schulstraße 1a,Altrich,"Katholische Pfarrkirche St. Andreas; fünfachsiger gotisierender Saalbau, 1873",49.957419,6.9110000
Schneitkaul,Altrich,"Altarkreuz; Altarunterbau mit Kreuzigungsbildstock, 18. Jahrhundert, Kruzifix eventuell jünger",49.95677,6.910874
(bei) Zum Brühl 7,Altrich,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1703, Abschlusskreuz bezeichnet 1866",49.956115,6.913443
"Andreasstraße 1–5, nordöstlich der Ortslage an der Straße nach Wittlich",Altrich,"Gut Kirchhof; ehemals kurfürstliches Gut; langgestreckter L-förmiger Bau (Nr. 2 und 3), kleiner kubischer Mansardwalmdachbau, Haupthaus, eingeschossiges Wirtschaftsgebäude, spätklassizistisches Wohnhaus und Fachwerkscheune, zweite Hälfte des 19. Jahrhunderts; Wegekreuz bei Gut Kirchhof; Kreuzigungsbildstock, bezeichnet 1714",49.961568,6.913228
bei Neuenhof südlich der Ortslage,Altrich,"Kapelle; Putzbau, 19. Jahrhundert (?)",49.95677,6.910874
"(gegenüber) Haardt 9, südwestlich der Ortslage bei Hof Haardt",Altrich,"Kapelle; Putzbau, wohl von 1720",49.943084,6.895675
"nördlich der Ortslage an der Straße nach Wittlich, nahe der Lieserbrücke",Altrich,"Wegekreuz; barocker Kreuzigungsbildstock, 18. Jahrhundert",52.866262,14.057547
nordöstlich der Ortslage an einem Wirtschaftsweg,Altrich,"Wegekreuz; barockes Schaftkreuz, bezeichnet 1744",49.95677,6.910874
nördlich der Ortslage im Wald,Altrich,"Villa Altrich; historistisches Wohnhaus, Fachwerk auf Quadersockel, wohl vom Ende des 19. oder aus dem 20. Jahrhundert",52.866262,14.057547
"nördlich der Ortslage im Wald, in der Nähe der Villa Altrich",Altrich,"Wegekreuz; barockes Schaftkreuz, bezeichnet 1760, angeblich 1855 erneuert",52.866262,14.057547
"östlich der Ortslage, auf einem Feld jenseits der Eisenbahnlinie",Altrich,"Wegekreuz; neugotisches Altarkreuz, Rotsandstein, Ende des 19. Jahrhunderts",48.730297,8.295717
(bei) Im Haussauer Tal 6,Arenrath,"Kreuzigungsbildstock, bezeichnet 1713","",""
"Kirchstraße, auf dem Friedhof",Arenrath,"Schaftkreuz, bezeichnet 1742; Heiligenhäuschen, Rotsandstein, 18. Jahrhundert",48.074934,8.643239
Kirchstraße 3,Arenrath,"Wohnhaus, zweite Hälfte des 19. Jahrhunderts",49.952805,6.741578
Kirchstraße 5,Arenrath,"Katholische Pfarrkirche St. Alexius; vierachsiger klassizistischer Saalbau, 1855; Kriegerdenkmal, Erster und Zweiter Weltkrieg",49.952486,6.741578
"(neben) Hof Hütt 9, in Hütt nördlich der Ortslage",Arenrath,"Kapelle; Putzbau mit Dachreiter, bezeichnet 1910",49.966366,6.745979
nordöstlich der Ortslage,Arenrath,"Oberer Hof Mellich; Hofhaus, bezeichnet 1792, Umfassungsmauern und Hofgebäude älter",49.952956,6.742126
südlich der Ortslage an der Straße nach Niersbach,Arenrath,"Wegekapelle; Putzbau, bezeichnet 1894; Kreuzigungsbildstock, Rotsandstein, bezeichnet 1695",51.9335,12.225388
Koblenzer Straße,Bausendorf,"Wegekapelle; Putzbau, 19. Jahrhundert",50.012734,6.999457
(bei) Koblenzer Straße 16,Bausendorf,"Heiligenhäuschen; rund geschlossener Mauerblock, 18. oder 19. Jahrhundert",50.012618,6.999304
Kondelstraße 1,Bausendorf,"Katholische Pfarrkirche St. Servatius; vierachsiger Saalbau, 1865",50.013828,6.996654
Wyttenbachstraße 6,Bausendorf,"Pfarrhaus; barocker Krüppelwalmdachbau, um 1800",50.014389,6.995226
Am Hohlberg 10,Bausendorf,"Fachwerkhaus, teilweise massiv, Backofenvorbau, erste Hälfte des 19. Jahrhunderts",50.019986,6.984096
Heinzerather Straße,Bausendorf,"Katholische Filialkirche; kleiner Saalbau, wohl kurz nach 1945",50.02207,6.977502
bei der Heinzerather Mühle nordwestlich des Ortes,Bausendorf,"Katholische Kirche St. Bartholomäus; gotisierender Saalbau, 17. Jahrhundert; Gesamtanlage mit umfriedetem Kirchhof und Kirchhofskreuz, bezeichnet 1657 und 1960",50.012867,6.995298
"





Bausendorf, Kondelstraße 1",Bausendorf,"Katholische Pfarrkirche St. Servatius


",50.013828,6.996654
"





Olkenbach, Heinzerather Straße",Bausendorf,"Katholische Filialkirche


",50.02207,6.977502
"





Olkenbach, bei der Heinzerather Mühle",Bausendorf,"Katholische Kirche St. Bartholomäus


",50.012867,6.995298
"Denkmalzone ehemaliges Augustiner-Chorherrenstift Springiersbach (Karmelitenstraße 2, nördlich der Ortslage)",Bengel (Mosel),"heute Karmeliterkloster

Kirche St. Abrunculus; Säulenbasen des Gründungsbaus, 1127–36, pilastergegliederter Saalbau, 1769–72;
vierflügelige Klosteranlage: Ostflügel 1680, Wiederaufbau nach Brand von 1940, Nordflügel 1720; ehemaliges Abtshaus, 1629; Rokokoportal der ehemaligen Gerberei;
Kreuzigungsbildstock, bezeichnet 1691

",50.015367,7.062231
Alte Römerstraße 2,Bernkastel-Kues,"viergeschossiger Fachwerkbau, ehemaliges Hallenerdgeschoss, teilweise verschiefert, wohl aus dem 17. Jahrhundert",49.915835,7.075994,
Alte Römerstraße 3,Bernkastel-Kues,"Giebelhaus; viergeschossiger Fachwerkbau, ehemaliges Hallenerdgeschoss, teilweise verschiefert, bezeichnet 1588",49.915789,7.076074,
Alte Römerstraße 4,Bernkastel-Kues,"Giebelhaus; viergeschossiger Fachwerkbau, Hallenerdgeschoss, bezeichnet 1656",49.915777,7.076155,
Alte Römerstraße 5,Bernkastel-Kues,"Giebelhaus; viergeschossiger Fachwerkbau, teilweise massiv, wohl aus dem 18. Jahrhundert",49.915766,7.076218,
Alte Römerstraße 9,Bernkastel-Kues,"Giebelhaus; viergeschossiger Fachwerkbau, teilweise massiv, wohl aus dem 17. Jahrhundert",49.915795,7.075877,
Am Kirchhof 3/4,Bernkastel-Kues,"dreigeschossiger Fachwerkbau, Hallenerdgeschoss, bezeichnet 1649",49.915928,7.075176,
Burgstraße 4,Bernkastel-Kues,"dreigeschossiger Fachwerkbau, teilweise massiv, wohl aus der zweiten Hälfte des 17. Jahrhunderts",49.914936,7.077691,
(zu) Burgstraße 7,Bernkastel-Kues,"ehemalige Synagoge; Bruchsteinbau, wohl vom Ende des 19. Jahrhunderts",49.914745,7.077691,
Burgstraße 18,Bernkastel-Kues,"dreigeschossiges Fachwerkhaus, verputzt, eventuell noch aus dem 16. Jahrhundert",49.914298,7.078105,
Burgstraße 45,Bernkastel-Kues,dreigeschossiger Bruchsteinbau,49.912889,7.078114,
Burgstraße 47,Bernkastel-Kues,"Heiliggeist-Kirche; Kapelle des ehemaligen Heiliggeist-Hospitals; Saalbau, 1671, Westfassade um 1872",49.912604,7.078132,
Burgstraße 87,Bernkastel-Kues,"dreigeschossiges Fachwerkhaus, teilweise massiv",49.914408,7.077808,
Burgstraße 95/96,Bernkastel-Kues,"Fachwerkhaus, im Kern mittelalterlich (angeblich von 1456), mehrfach verändert, bezeichnet 1673",49.914756,7.077494,
Gestade 1,Bernkastel-Kues,"dreigeschossiger neunachsiger Schieferbau, Mittelrisalit mit Akroterien und allegorischer Figur, angeblich bezeichnet 1869",49.917749,7.074215,
Gestade 1b,Bernkastel-Kues,"stattliches späthistoristisches Weingutshaus, teilweise Fachwerk, Anfang des 20. Jahrhunderts",49.917488,7.074404,
Gestade 2,Bernkastel-Kues,"Hotel und Restaurant; stattlicher dreigeschossiger Mansarddachbau, Schiefer, um 1890/1900",49.917326,7.074511,
(an) Gestade 3b,Bernkastel-Kues,"großer Kruzifix, bezeichnet 1751",49.916926,7.074655,
Gestade 4,Bernkastel-Kues,"Gasthaus Altes Brauhaus; stattlicher dreigeschossiger Walmdachbau, spätes 18. Jhs., heutiges Erscheinungsbild wohl vom Anfang des 20. Jahrhunderts",49.916566,7.074709,
Gestade 6,Bernkastel-Kues,"ehemalige Schule; neugotischer Schieferbau, bezeichnet 1880",49.916207,7.074745,
Gestade 7,Bernkastel-Kues,"Hotel Astor; viergeschossiger Massivbau nach spätgotischen Vorbildern, 1908 (nach Brand 1987 wiederhergestellt)",49.915946,7.07479,
Gestade 8,Bernkastel-Kues,"Katholische Pfarrkirche St. Michael und St. Sebastian; dreischiffige Pseudobasilika, zweite Hälfte des 14. Jahrhunderts, Mittelschifferweiterung im 17. Jahrhundert, 1968 Wiederherstellung der barocken Fassade; Schieferbruchsteinturm, 14. Jahrhundert",49.915777,7.074889,
Gestade 12,Bernkastel-Kues,"ehemaliges kurfürstliches Amts- und Kellereigebäude; dreigeschossiger Zweiflügelbau, viergeschossiger Treppenbau, 1656–61",49.91489,7.075248,
Gestade 15,Bernkastel-Kues,"Winzervilla; Schieferbau, Neurenaissance, um 1900",49.914507,7.074943,
Gestade 16,Bernkastel-Kues,"stattlicher Massivbau, spätbarocke Formen, wohl vom Anfang des 20. Jahrhunderts",49.914269,7.075131,
Gestade 18,Bernkastel-Kues,"ehemaliges Kreisständehaus; vielteiliger späthistoristischer Baukomplex, bezeichnet 1904",49.914287,7.074682,
Gestade 18a,Bernkastel-Kues,"ehemaliges Amtsgericht; neugotischer Schieferbruchsteinbau, 1891",49.914287,7.074682,
Graacher Straße 4,Bernkastel-Kues,"dreigeschossiges Fachwerkhaus, im Kern eventuell noch aus dem 15. Jahrhundert, angeblich von 1618 und um 1900 oder später",49.916276,7.075994,
Graacher Straße 14,Bernkastel-Kues,Putzbau,49.916816,7.075796,
Graacher Straße 17,Bernkastel-Kues,"Graacher Tor; Mansarddachbau mit integriertem Stadttor, 18. Jahrhundert",49.916908,7.075859,
Graacher Straße 32,Bernkastel-Kues,"dreigeschossiger Mansarddachbau, bezeichnet 1763",49.915928,7.076533,
Grabenstraße 3,Bernkastel-Kues,"dreigeschossiger Massivbau, 19. Jahrhundert",49.916926,7.075553,
Hebegasse 5,Bernkastel-Kues,"Hotel Doctor-Weinstube; (ehemals Teil des von der Leyenschen Zehnthofs); eingeschossiger siebenachsiger Mansarddachbau, Fassade in Louis-Seize-Formen",49.916578,7.075652,
Hebegasse 8,Bernkastel-Kues,Mansarddachbau,49.916508,7.075571,
(hinter) Hinterm Graben 3,Bernkastel-Kues,"Heiligenhäuschen in der Weinbergstüzmauer, Pietà-Relief, bezeichnet 1765",49.915679,7.077584,
Kallenfelsstraße 25/26,Bernkastel-Kues,"Gaststätte Felsenstübchen; kleiner, mehrteiliger Baukomplex, Zierfachwerk, teilweise verputzt",49.915278,7.078176,
Kallenfelsstraße 27,Bernkastel-Kues,"Hotel; dreigeschossiger, uneinheitlicher Bau, teilweise Fachwerk, 17. Jahrhundert, im 18. Jahrhundert erweitert und unter Mansarddach zusammengefasst",49.915186,7.077862,
(an) Karlstraße 9,Bernkastel-Kues,"Kreuzigungsbildstock, bezeichnet 1624 (wohl älter)",49.914785,7.075769,
Karlstraße 12,Bernkastel-Kues,"dreigeschossiger Fachwerkbau, teilweise massiv, Datierung unklar",49.91518,7.075886,
Karlstraße 13,Bernkastel-Kues,"Fachwerkhaus, Freigespärre, teilweise noch mit mittelalterlichen Details, angeblich von 1416",49.915255,7.07585,
Mandatstraße 6–8,Bernkastel-Kues,"Kloster zur heiligen Familie; ehemaliges Kapuzinerkloster (heute Alten- und Pflegeheim); 1641 gegründet, 1802 aufgelöst, nach Brand 1857 im Wesentlichen neu errichtet",49.915058,7.076982,
Markt,Bernkastel-Kues,"Marktbrunnen, 1606",49.915493,7.075598,
Markt 11,Bernkastel-Kues,"viergeschossiges Breitgiebelhaus, reiches Zierfachwerk, bezeichnet 1660",49.914298,7.069831,
Markt 12,Bernkastel-Kues,"Giebelhaus, teilweise mit Zierfachwerk, 17. Jahrhundert, teilweise verschiefert",49.914298,7.069831,
Markt 15,Bernkastel-Kues,"stattliches Giebelhaus, teilweise mit Zierfachwerk, bezeichnet 1644",49.914298,7.069831,
Markt 17,Bernkastel-Kues,"viergeschossiger Fachwerkbau, teilweise massiv, Mansarddach, wohl aus dem 18. Jahrhundert",49.914298,7.069831,
Markt 19/21,Bernkastel-Kues,"Breitgiebelhaus; dreigeschossiger Fachwerkbau mit ehemaligem Hallenerdgeschoss, wohl aus dem späten 16. Jahrhundert",49.914298,7.069831,
Markt 23,Bernkastel-Kues,"im Kern spätmittelalterlicher Fachwerkbau mit Kreuzdach, im 17. Jahrhundert (?) um zwei Geschosse erhöht",49.914298,7.069831,
Markt 24,Bernkastel-Kues,vierachsiger Putzbau,49.914298,7.069831,
Markt 25,Bernkastel-Kues,"viergeschossiger Fachwerkbau, teilweise massiv, angeblich von 1613",49.914298,7.069831,
Markt 28,Bernkastel-Kues,"Gasthaus Zur Badstube; dreigeschossiger Fachwerkbau, Hallenerdgeschoss, bezeichnet 1583",49.914298,7.069831,
Markt 30,Bernkastel-Kues,"Rathaus; dreigeschossiger Massivbau mit ursprünglich offener Halle, 1608, 1903/04 erweitert",49.914298,7.069831,
Moselstraße 3,Bernkastel-Kues,"dreigeschossiger Fachwerkbau, Hallenerdgeschoss, bezeichnet 1679",49.916015,7.075787,
Moselstraße 5,Bernkastel-Kues,"dreigeschossiger Fachwerkbau, bezeichnet 1583",49.915998,7.075913,
Moselstraße 7,Bernkastel-Kues,"Fachwerkbau, teilweise massiv, ehemaliges Halllenerdgeschoss, angeblich 1586, Dach mit Kniestock vom Ende des 19. oder aus dem 20. Jahrhundert",49.915975,7.075688,
Römerstraße 48,Bernkastel-Kues,"dreigeschossiges Fachwerkhaus, Hallenerdgeschoss, bezeichnet 1646",49.915539,7.076757,
Schanzstraße 29,Bernkastel-Kues,"Winzervilla, stattlicher späthistoristischer Schieferbau, Jugendstileinfluss, Treppenhallenfenster mit bauzeitlicher Farbverglasung, bezeichnet 1907",49.912134,7.072364,
Schloßweg ohne Nummer,Bernkastel-Kues,"Fachwerkhaus, teilweise massiv oder verschiefert, laubenartiger Erker, wohl kurz nach 1900",49.914298,7.069831,
Schloßweg 102–103,Bernkastel-Kues,"ehemaliges Schlosshotel; stattlicher zwei- bis dreigeschossiger Putzbau, teilweise verschiefert, kurz vor 1906",49.913213,7.074511,
Schwanenstraße 11,Bernkastel-Kues,"Gaststätte Altes Zollhaus; Fachwerkbau, teilweise massiv, Mansarddach, bezeichnet 1769",49.916247,7.075392,
"Am Klingelborn, nördlich der Stadt in den Weinbergen",Bernkastel-Kues,"sogenanntes Steffens-Kreuz; Wegekreuz, Kreuzigungsbildstock, bezeichnet 1661",51.341356,7.864184,
