9045276,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045276,"Adlergestell 250–254
",Wohnhäuser für Bahnarbeiter der Görlitzer Bahn,"errichtet um 1885 für Bahnarbeiter der Görlitzer Bahn, Erweiterung 1907
Entwurf: Metzenbach; Bauherr: Königliche Eisenbahndirektion",52.43578,13.54037
9045483,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045483,"Konrad-Wolf-Straße 31–32
","Kapelle, Verwaltungsgebäude und Friedhofsmauer auf dem Friedhof der St.-Pius- und St.-Hedwig-Gemeinde","errichtet 1906 bis 1907
Entwurf: Adolf Bürckner; Ausführung: Hermann Bunning und August Menken; Bauherr: Kirchenvorstand von St. Hedwig und St. Pius
Umbau 1932, 1967 und 1984
siehe auch Gartendenkmal: Ehrenhain auf dem Friedhof der St. Hedwigs-Gemeinde für belgische, holländische und sowjetische Kriegsopfer",52.542781,13.486391
9045484,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045484,"Konrad-Wolf-Straße 33–36
",Friedhof der St. Marcus- und St. Andreas-Gemeinde,"Kapelle, Verwaltungsgebäude und Umfassungsmauer
angelegt 1880 bis 1890, Kapelle errichtet 1886/87
Entwurf: Gustav Knoblauch; Ausführung: Knoblauch und Wex; Bauherr: Kirchenräte von St. Marcus und St. Andreas
",52.541627,13.484548
9045488,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045488,"Suermondtstraße 56–64
Am Faulen See 1–11, 13/19, 20–24
Degnerstraße 43/51, 55/59
Niehofer Straße 1–18, 20
",Wohnanlage,"errichtet 1929
Entwurf: Hermann Dernburg; Ausführung: Otto Düwe; Bauherr: Ludwig Winterberg",52.551009,13.496377
9045490,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045490,"Werneuchener Straße 25–28
Große Leege-Straße 26–30
Küstriner Straße 67–69
Wriezener Straße 6–9
",Pestalozzi-Oberschule mit Turnhalle (heute Manfred-von-Ardenne-Schule),"errichtet 1955 bis 1957
Entwurf: Entwurfsbüro Hochbau II Groß-Berlin; Sgraffito: Gottfried Richter; Bauherr: Rat des Stadtbezirks Weißensee",52.541911,13.493453
9045501,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045501,"Konrad-Wolf-Straße 82–84
Simon-Bolivar-Straße 1–2
","Fabrikgebäude, Maschinen- und Heizhaus","errichtet 1908
Entwurf: C. Eitner; Ausführung: Paul Schreiber; Bauherr: Georg Lembke
Entwürfe für Umbau und Erweiterungen: 1913 von Otto Besse, 1926 von Joseph Fraenkel, 1928 von Karl Stodieck
",52.53902,13.483792
9045512,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045512,"Suermondtstraße 38–55
",Wohnanlage,"errichtet 1927
Entwurf: Max Werner; Ausführung: G. und C. Gause und Hallsieg Baugesellschaft mbH; Bauherr: Pankower Heimstätten GmbH",52.549744,13.499451
9045866,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045866,"Dingelstädter Straße 3–5, 8–48A, 49A–91
Allendorfer Weg 41–48
Witzenhauser Straße 36–54
",Wohnsiedlung („Di Ki Fa“-Siedlung Dingelstädter Straße),"errichtet von 1926 bis 1930
Entwurf: Richard Reiche",52.537918,13.520468
9045867,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045867,"Genslerstraße 66
","ehem. Untersuchungshaftanstalt des Ministeriums für Staatssicherheit der DDR, davor Fabrikgebäude","errichtet um 1935, Umbau und Erweiterungen von 1958 bis 1960
Entwurf: Richard Heike",52.541807,13.501344
9045868,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045868,"Große-Leege-Straße 60–82
Goeckestraße 11–23
Simon-Bolivar-Straße 11–13A, 42A–43E
Strausberger Straße 12A–13C
",Wohnanlage Flußpferdhof,"Block 'A' - Große-Leege-Straße 68–82, Goeckestraße 11–23, Simon-Bolivar-Straße 42A–43E, Strausberger Straße 12A–13C
errichtet von 1928 bis 1932, Umbau 1953/54 und 1987/88
Entwurf: Mebes und Emmerich
siehe auch Gartendenkmal: Vorgärten und Gartenhöfe der Wohnsiedlung Flußpferdhof
(Lage)
Block 'B' - Große-Leege-Straße 60–67A, Simon-Bolivar-Straße 11–13A errichtet von 1932 bis 1934
Entwurf: Hans Lehmann-Borges; Ausführung: Deutsche Bauhütte GmbH; Bauherr: Gemeinnützige Wohnungsbau-AG Groß-Berlin
Umbau 1950 und 1990 bis 1995
Ausführung: Carl Schmidt
(Lage)
",52.537736,13.489153
9045869,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045869,"Indira-Gandhi-Straße 66–69
","ehem. Kindl-Brauerei, Mälzerei und Verwaltungsgebäude","errichtet 1985 und 1929
Entwurf: Hans Claus und Richard Schepke",52.541507,13.470526
9045466,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045466,"Hauptstraße 33
","Hofanlage, Wohnhaus, Scheune, Wirtschaftsgebäude, Toreinfahrt und Hofpflasterung","Hofanlage und Wohnhaus errichtet 1896, Scheune 1887, Wirtschaftsgebäude 1890
Entwurf und Ausführung: Paul Schreiber; Bauherr: Hermann Schulz",52.546871,13.510174
9045467,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045467,"Hauptstraße 42
",Taborkirche,"Dorfkirche und Einfriedung des Dorfkirchhofes
Kirche mit Innenausstattung und Chor errichtet im 13. Jahrhundert, Kirchenschiff im 15. Jahrhundert, Anbauten 1905
Bestandteil des Ensembles: Dorfkern Hohenschönhausen
",52.548744,13.507715
9045468,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045468,"Hauptstraße 43
",Dorfschule,"Fertigstellung um 1890
Bestandteil des Ensembles: Dorfkern Hohenschönhausen",52.548715,13.507033
9045469,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045469,"Hauptstraße 44
","Gutshaus, sogenanntes Schloss Hohenschönhausen","Fertigstellung um 1690, Umbauten 1775, 1892/93, 1932 und um 1950
Bestandteil des Ensembles: Dorfkern Hohenschönhausen",52.549031,13.505722
9045475,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045475,"Bahnhofstraße 7–9
","Maschinenfabrik Richard Heike, Fabrikhalle","Baubeginn 1922, Umbau 1928 und 1935
Entwurf: Richard Reiche; Ausführung: Heinrich Zech; Bauherr: Richard Heike",52.543813,13.49981
9045476,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045476,"Freienwalder Straße 15–16
","Maschinenfabrik Richard Heike, Lagergebäude","Baubeginn 1916
Entwurf: Richard Opitz; Entwurf für Umbau: 1922 von Ittelson und Neuenstein; Bauherr: Richard Heike",52.542753,13.499601
9045477,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045477,"Freienwalder Straße 17
","Maschinenfabrik Richard Heike, Verwaltungsgebäude","errichtet 1910 bis 1911
Entwurf: R. Lots; Ausführung: R. Feldhagen, Schneider, Winkel und Grabow; Bauherr: Richard Heike",52.54258,13.498405
9045478,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045478,"Große-Leege-Straße 56–59
Küstriner Straße 37–39
Sandinostraße 11–14
Verdener Gasse 2/14
",Wohnanlage,"errichtet 1926 bis 1929
Entwurf: Walter Hämer; Ausführung: Elbe und Ludwig GmbH; Bauherr: Wilmersdorfer Hochbau AG; Entwurf für Umbau: 1941 von Werner Ebel",52.536935,13.485535
9045479,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045479,"Große-Leege-Straße 97–98
","Fabrik, Bürogebäude und Wohnhaus","Wohnhaus errichtet 1913, Fabrik und Bürogebäude 1922 bis 1924
Bauherr: H. Frohloff und Eugen Wollermann",52.544218,13.498807
9045482,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045482,"Ferdinand-Schultze-Straße 125
Gärtnerstraße
Rhinstraße
",Friedhofskapelle,"Fertigstellung um 1910
Bauherr: Gemeinde Hohenschönhausen",52.546129,13.50848
9045485,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045485,"Konrad-Wolf-Straße 70
",Wohnhaus mit Einfriedung,"Fertigstellung 1886
Entwurf: H. R. Remus; Ausführung: Wilhelm Allruf und R. Schiele; Bauherr: R. Schiele
Umbau 1912, 1926 und 1985",52.537849,13.479522
9045486,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045486,"Orankestraße 30
",Vorstadtvilla,"Fertigstellung 1895, Umbau 1899 und 1929
Ausführung: G. Förder; Bauherr: Rössel",52.546051,13.485624
9045487,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045487,"Orankestraße 84
","Wohnhaus, Landhaus, Wirtschaftsgebäude, Einfriedung und Zaun","Baubeginn 1893
Entwurf: Körner; Bauherr: Runge
Umbau 1896, 1900, 1908 und um 1993",52.545038,13.487654
9045489,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045489,"Waldowstraße 20
",Wasserturm und Pumpwerk,"errichtet 1899 bis 1902
Entwurf: Otto Intze; Ausführung: Firma Erich Merten und Knauff; Bauherr: Grunderwerbs- und Baugesellschaft Berlin
Umbau 1933 und 1986",52.54768,13.488696
9045491,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045491,"Wriezener Straße 2–3
",Mietshaus,"Fertigstellung 1909
Entwurf: J. Ludwig; Bauherr: Gustav Foge",52.542844,13.491356
9045492,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045492,"Küstriner Straße 7–8
",Fabrik,"Fertigstellung 1928
Entwurf: Reinhold Mittmann; Bauherr: F. Bernhardt
Umbau 1968, Bauherr: H. Fleischer",52.541309,13.491125
9045493,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045493,"Malchower Weg 2
Wartenberger Straße 15/17
",Stehbierhalle (Restaurant zum Lindengarten),"errichtet 1913/14
Entwurf: Otto Besse; Bauherr: Paul Schreiber
Umbau nach 1950",52.550399,13.508396
9045497,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045497,"Manetstraße 76
",Mietshaus mit Vorgarteneinfriedung,"Baubeginn 1907, Umbau 1919
Entwurf und Ausführung: Wilhelm Daubitz; Bauherr: Albert Gärtner
Bestandteil des Ensembles: Bauwerksensemble Manetstraße",52.544983,13.492179
9045503,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045503,"Oberseestraße 58/60
",Haus Lemke,"Baubeginn 1932
Entwurf: Ludwig Mies van der Rohe; Bauherr: Martha und Karl Lemke
Umbau 1962, 1978 und 1982
Bestandteil des Ensembles: Bauwerksensemble Oberseestraße",52.549313,13.490819
9045504,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045504,"Oberseestraße 76
",Wohnhaus mit Einfriedung,"Baubeginn 1909, Umbau 1912
Entwurf und Ausführung: Gebrüder Wunsch, Otto Spei",52.548724,13.492753
9045510,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045510,"Roedernstraße 69–72
","Gemeindedoppelschule, Roedernschule (heute Obersee-Grundschule)","Im Auftrag der Gemeindevertretung Hohenschönhausen entwirft der Architekt Carl James Bühring 1911 eine Gemeinde Doppelschule (getrennte Knaben-und Mädchenschule). 1912 erfolgt der erste Spatenstich und 1913 die feierliche Einweihung als Roedernschule. Namensänderung 1921 in 9. Gemeindeschule Weißensee und 1927 in 9. Volksschule Weißensee. Nach Ende des Zweiten Weltkriegs erfolgt eine notdürftige Instandsetzung des Gebäudes und im Juli 1945 wird der Schulbetrieb mit gemischten Klassen wieder aufgenommen. 1947 erfolgt die Trennung in eine Jungen- und Mädchenschule (9. und 16. Volksschule). 1955 wird die Mädchenschule aufgelöst und die 9. Grundschule Weißensee gebildet. Namensänderung 1959 in 9. Polytechnische Oberschule Weißensee. In den 1970er wird zur räumlichen Erweiterung ein zweigeschossiger Gebäudeteil angebaut. Namensänderung 1991 in 4. Grundschule Berlin-Hohenschönhausen, 1996 Verleihung des Namens „Obersee-Grundschule“. 1996/97 wird die Turnhalle und 2007 das Dach saniert. Von 2008 bis 2011 zog die Schule aus und das Gebäude wurde vollständigen saniert.[1]",52.543508,13.488038
9045513,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045513,"Oberseestraße 101/109
Konrad-Wolf-Straße 15–16
",Wohnanlage,"Baubeginn 1927
Entwurf: Paul Ludwig Schulte; Ausführung: Ernst Spar; Bauherr: Paul Schreiber und Ernst Spar",52.546672,13.496363
9046055,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009046055,"Große-Leege-Straße 68–82
Goeckestraße 11–23
Simon-Bolivar-Straße 42A–43E
Strausberger Straße 12A–13C
",Vorgärten und Gartenhöfe der Wohnsiedlung Flußpferdhof,"angelegt 1932
Entwurf und Ausführung: Paul Louis Adolf Mebes und Paul Emmerich; Bauherr: Gemeinnützige Wohnungsbau AG
siehe auch Gesamtanlage: Flußpferdhof",52.538303,13.490256
9046052,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009046052,"Konrad-Wolf-Straße 31–32
","Ehrenhain auf dem Friedhof der St. Hedwigs-Gemeinde für belgische, holländische und sowjetische Kriegsopfer","Datierung 1890
Bauherr: St. Hedwigs-Gemeinde
siehe auch Gesamtanlage: Friedhof der St. Hedwig- und St. Pius-Gemeinde",52.54441,13.478508
9046053,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009046053,"Waldowstraße 64
",Vorgarten mit Einfriedung,"Datierung 1908
Bauherr: Wilhelm Daubitz",52.545803,13.493459
9012513,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012513,"Hauptstraße 44
",Gutshof und Vorgängerbebauung,Datierung 13. bis 17. Jahrhundert,52.549052,13.506202
9020320,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020320,"Bouchéstraße 75–76
Wildenbruchstraße 53–54
","Schulkomplex
Baudenkmale siehe: Bouchéstraße 75–76; Wildenbruchstraße 53–54
",Weiterer Bestandteil des Ensembles:,52.489266,13.448848
9020227,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020227,"Puschkinallee 1–13, 48–49
Eichenstraße 1 Elsenstraße 1–4 Hoffmannstraße 11–14
","Villen
Baudenkmale siehe: Eichenstraße 1; Martin-Hoffmann-Straße 11; Puschkinallee 4–4A; 8; 48
Gartendenkmal siehe: Alt-Treptow
",Weitere Bestandteile des Ensembles:,52.494139,13.456987
9045223,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045223,"Puschkinallee 34–38
","Ortskern Alt-Treptow
Baudenkmal siehe: Puschkinallee 37–38
Gartendenkmal siehe: Alt-Treptow
",Weiterer Bestandteil des Ensembles:,52.487726,13.475021
9020328,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020328,"Am Treptower Park 1–8
Bouchéstraße 87–100 Elsenstraße 9–22
",Kaserne des Telegraphenbataillons Nr. 1,"1901–04 von Wellmann und Luedecke, Erweiterungen 1906, 1912, um 1935",52.491672,13.454083
9020333,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020333,"An den Treptowers 3
Hoffmannstraße 16–18, 22
",Elektro-Apparate-Werke (EAW),1928–38 von Ernst Ziesel,52.494815,13.459572
9020318,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020318,"Eichenstraße 4
","ABOAG-Betriebshof, Shedhalle (heute Arena Berlin)","1915–17 von Bruno Buch; Verwaltungsgebäude, Wagenhalle, Erweiterung der Shedhalle und Torhäuschen beiderseits der Eichenstraße, 1927–28 von Franz Ahrens und Alfred Warthmüller",52.496728,13.452977
9020334,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020334,"Jordanstraße 1–4
Lohmühlenstraße 65–66
",Agfa-Fabrik,1901–12 von Paul Karchow,52.493671,13.446801
9020332,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020332,"Kiefholzstraße, zwischen Landwehrkanal und Elsenstraße
","Bahndamm der Görlitzer Eisenbahn mit Überführungen Lohmühlenstraße, Bouchéstraße und Elsenstraße sowie Futtermauern",um 1895,52.492026,13.449458
9020275,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020275,"Kiefholzstraße 405, 405A–D, 406, 407
",Siedlung,1931–32 von Ladislaus Förster (?) mit Freiflächengestaltung,52.48802,13.456171
9080614,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009080614,"Platz am Spreetunnel
",Spreetunnel mit Einfahrtsrampen und Tunnelröhre,"1895–99 von C. Schnebel und W. Lauter; für Straßenbahnbetriebsgebäude, 1899 (siehe Denkmale Friedrichshain)",52.489656,13.478067
9040272,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009040272,"Puschkinallee
",Grenzmauerabschnitte und Wachtürme,Bestandteile des Gesamtdenkmals:(siehe Denkmale Altglienicke für weitere Bestandteile),52.495709,13.450656
9020308,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020308,"Alt-Treptow
",Abteibrücke mit Brückenhäusern und ehem. Restaurationsgebäude,1915–16 von v. Emperger,52.48647,13.480764
9020301,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020301,"Alt-Treptow 1
",Archenhold-Sternwarte,1908–09 von Reimer & Körte (siehe Gartendenkmal Alt-Treptow),52.485861,13.476209
9020303,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020303,"Alt-Treptow 14–17
",Gasthaus Zenner,"1821-1822 von Karl Ferdinand Langhans d.J., nach Kriegszerstörung 1954–56 Wiederaufbau von Hermann Henselmann in freier Anlehnung an das Original(siehe Gartendenkmal Alt-Treptow)",52.48731,13.47748
9020319,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020319,"Bouchéstraße 75–76
",Gemeindeschule,1905 von Paul Egeling (siehe Ensemble Bouchéstraße 75–76),52.489579,13.448061
9020289,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020289,"Eichenstraße 1
",Villa,um 1900 (siehe Ensemble Puschkinallee 1–13... und Gartendenkmal Alt-Treptow),52.495251,13.453952
9020335,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020335,"Kiefholzstraße 1–4
Lohmühlenstraße 63
","Firma Weber, Metallwarenfabrik",1937–40 von Friedrich Wermke,52.493198,13.446095
9020288,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020288,"Martin-Hoffmann-Straße 11
","Moritz- und Johann-Simon-Stiftung, Villa",1906 von Alfred Breslauer (siehe Ensemble Puschkinallee 1–13... und Gartendenkmal Alt-Treptow),52.494381,13.458758
9020310,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020310,"Plesserstraße 3–4
",Bekenntniskirche,1930–31 von Curt Steinberg,52.489349,13.452026
9020337,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020337,"Plesserstraße 7
Wildenbruchstraße 41
",Aufzuganlage,1912 von der Firma Schindler & Co.,52.489178,13.450955
9020339,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020339,"Puschkinallee
",Ringbahnüberführung,um 1910,52.492423,13.460712
